population,database,gene_set,n_unique_set_genes,n_matched,n_matched_via_alias,n_alias_flagged_for_review,n_alias_rejected_ambiguous,n_expression_filtered,n_below_detection,n_absent_from_reference,set_size_resolved,n_alias_collapsed,reference_vocabulary_available,alias_pairs_applied,alias_pairs_flagged,alias_pairs_rejected,set_size_scored
Treg,Reactome,REACTOME_BACTERIAL_INFECTION_PATHWAYS,106,73,0,0,2,27,4,0,73,0,TRUE,->,->,GUCY2C->STAR/LAMA4->LAMA3,73
Treg,Reactome,REACTOME_BASE_EXCISION_REPAIR,90,44,36,0,0,4,0,6,80,0,TRUE,ADPRS->ADPRHL2/H2AC14->HIST1H2AJ/H2AC18->HIST2H2AA3/H2AC20->HIST2H2AC/H2AC4->HIST1H2AB/H2AC6->HIST1H2AC/H2AC8->HIST1H2AE/H2AJ->H2AFJ/H2AX->H2AFX/H2AZ2->H2AFV/H2BC10->HIST1H2BI/H2BC11->HIST1H2BJ/H2BC12->HIST1H2BK/H2BC13->HIST1H2BL/H2BC14->HIST1H2BM/H2BC15->HIST1H2BN/H2BC17->HIST1H2BO/H2BC21->HIST2H2BE/H2BC26->HIST3H2BB/H2BC3->HIST1H2BB/H2BC4->HIST1H2BC/H2BC6->HIST1H2BE/H2BC7->HIST1H2BF/H2BC8->HIST1H2BG/H2BC9->HIST1H2BH/H4C1->HIST1H4A/H4C11->HIST1H4J/H4C13->HIST1H4L/H4C16->HIST4H4/H4C2->HIST1H4B/H4C3->HIST1H4C/H4C4->HIST1H4D/H4C5->HIST1H4E/H4C6->HIST1H4F/H4C8->HIST1H4H/H4C9->HIST1H4I,->,->,80
Treg,Reactome,REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION,62,17,35,0,0,4,0,6,52,0,TRUE,H2AC14->HIST1H2AJ/H2AC18->HIST2H2AA3/H2AC20->HIST2H2AC/H2AC4->HIST1H2AB/H2AC6->HIST1H2AC/H2AC8->HIST1H2AE/H2AJ->H2AFJ/H2AX->H2AFX/H2AZ2->H2AFV/H2BC10->HIST1H2BI/H2BC11->HIST1H2BJ/H2BC12->HIST1H2BK/H2BC13->HIST1H2BL/H2BC14->HIST1H2BM/H2BC15->HIST1H2BN/H2BC17->HIST1H2BO/H2BC21->HIST2H2BE/H2BC26->HIST3H2BB/H2BC3->HIST1H2BB/H2BC4->HIST1H2BC/H2BC6->HIST1H2BE/H2BC7->HIST1H2BF/H2BC8->HIST1H2BG/H2BC9->HIST1H2BH/H4C1->HIST1H4A/H4C11->HIST1H4J/H4C13->HIST1H4L/H4C16->HIST4H4/H4C2->HIST1H4B/H4C3->HIST1H4C/H4C4->HIST1H4D/H4C5->HIST1H4E/H4C6->HIST1H4F/H4C8->HIST1H4H/H4C9->HIST1H4I,->,->,52
Treg,Reactome,REACTOME_BASIGIN_INTERACTIONS,25,17,0,0,1,7,0,0,17,0,TRUE,->,->,MMP1->CLGN,17
Treg,Reactome,REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING,133,106,0,0,0,22,4,1,106,0,TRUE,->,->,->,106
Treg,Reactome,REACTOME_BETA_DEFENSINS,43,4,0,0,0,2,34,3,4,0,TRUE,->,->,->,4
Treg,Reactome,REACTOME_BETA_OXIDATION_OF_BUTANOYL_COA_TO_ACETYL_COA,5,4,0,0,0,1,0,0,4,0,TRUE,->,->,->,4
Treg,Reactome,REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,44,21,0,0,1,13,9,0,21,0,TRUE,->,->,SLCO1B1->LST1,21
Treg,Reactome,REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,102,21,0,0,1,15,10,55,21,0,TRUE,->,->,IGHA2->A2M,21
Treg,Reactome,REACTOME_BIOLOGICAL_OXIDATIONS,215,93,3,0,2,47,66,4,96,0,TRUE,BPNT2->IMPAD1/FDX2->FDX1L/HEMK2->N6AMT1,->,CYP1A1->AHRR/DPEP1->MBD1,96
Treg,Reactome,REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS,19,10,0,0,1,5,3,0,10,0,TRUE,->,->,CYP1A1->AHRR,10
Treg,Reactome,REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN,80,69,2,0,0,4,5,0,71,0,TRUE,FCSK->FUK/GFUS->TSTA3,->,->,71
Treg,Reactome,REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION,26,18,3,0,0,4,1,0,21,0,TRUE,BMAL1->ARNTL/BMAL2->ARNTL2/NOCT->CCRN4L,->,->,21
Treg,Reactome,REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS,127,105,0,0,0,12,8,2,105,0,TRUE,->,->,->,105
Treg,Reactome,REACTOME_CA_DEPENDENT_EVENTS,37,22,1,0,1,12,1,0,23,0,TRUE,GRK2->ADRBK1,->,ADCY8->ADCY3,23
Treg,Reactome,REACTOME_CALNEXIN_CALRETICULIN_CYCLE,26,24,1,0,0,1,0,0,25,0,TRUE,MARCHF6->MARCH6,->,->,25
Treg,Reactome,REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN,46,25,1,0,0,10,8,2,26,0,TRUE,SVBP->CCDC23,->,->,26
Treg,Reactome,REACTOME_CARDIAC_CONDUCTION,130,50,0,0,2,46,32,0,50,0,TRUE,->,->,KCNA5->HK2/TNNI3->TNNC1,50
Treg,Reactome,REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS,105,74,2,0,0,15,14,0,76,0,TRUE,GRK2->ADRBK1/GRK3->ADRBK2,->,->,76
Treg,Reactome,REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE,71,54,0,0,1,6,9,1,54,0,TRUE,->,->,CNGB1->GAR1,54
Treg,Reactome,REACTOME_CDC42_GTPASE_CYCLE,155,121,1,0,0,28,4,1,122,0,TRUE,ARHGAP45->HMHA1,->,->,122
Treg,Reactome,REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6,60,58,0,0,0,1,0,1,58,0,TRUE,->,->,->,58
Treg,Reactome,REACTOME_CELL_CELL_COMMUNICATION,341,186,55,0,2,51,30,17,241,0,TRUE,AFDN->MLLT4/FYB1->FYB/H2AC14->HIST1H2AJ/H2AC18->HIST2H2AA3/H2AC20->HIST2H2AC/H2AC4->HIST1H2AB/H2AC6->HIST1H2AC/H2AC8->HIST1H2AE/H2AJ->H2AFJ/H2AX->H2AFX/H2AZ2->H2AFV/H2BC10->HIST1H2BI/H2BC11->HIST1H2BJ/H2BC12->HIST1H2BK/H2BC13->HIST1H2BL/H2BC14->HIST1H2BM/H2BC15->HIST1H2BN/H2BC17->HIST1H2BO/H2BC21->HIST2H2BE/H2BC26->HIST3H2BB/H2BC3->HIST1H2BB/H2BC4->HIST1H2BC/H2BC6->HIST1H2BE/H2BC7->HIST1H2BF/H2BC8->HIST1H2BG/H2BC9->HIST1H2BH/H3-3A->H3F3A/H3-3B->H3F3B/H3C1->HIST1H3A/H3C10->HIST1H3H/H3C11->HIST1H3I/H3C12->HIST1H3J/H3C13->HIST2H3D/H3C2->HIST1H3B/H3C3->HIST1H3C/H3C4->HIST1H3D/H3C7->HIST1H3F/H3C8->HIST1H3G/H4C1->HIST1H4A/H4C11->HIST1H4J/H4C13->HIST1H4L/H4C16->HIST4H4/H4C2->HIST1H4B/H4C3->HIST1H4C/H4C4->HIST1H4D/H4C5->HIST1H4E/H4C6->HIST1H4F/H4C8->HIST1H4H/H4C9->HIST1H4I/KMT5A->SETD8/MCRIP1->FAM195B/NECTIN1->PVRL1/PALS1->MPP5/PATJ->INADL/RACK1->GNB2L1,->,SFTPA1->PSAP/SFTPA2->PSAP,241
Treg,Reactome,REACTOME_CELL_CYCLE_CHECKPOINTS,290,242,36,0,0,5,1,6,278,0,TRUE,ABRAXAS1->FAM175A/BABAM2->BRE/CENPS->APITD1/COP1->RFWD2/H2AX->H2AFX/H2BC10->HIST1H2BI/H2BC11->HIST1H2BJ/H2BC12->HIST1H2BK/H2BC13->HIST1H2BL/H2BC14->HIST1H2BM/H2BC15->HIST1H2BN/H2BC17->HIST1H2BO/H2BC21->HIST2H2BE/H2BC26->HIST3H2BB/H2BC3->HIST1H2BB/H2BC4->HIST1H2BC/H2BC6->HIST1H2BE/H2BC7->HIST1H2BF/H2BC8->HIST1H2BG/H2BC9->HIST1H2BH/H4C1->HIST1H4A/H4C11->HIST1H4J/H4C13->HIST1H4L/H4C16->HIST4H4/H4C2->HIST1H4B/H4C3->HIST1H4C/H4C4->HIST1H4D/H4C5->HIST1H4E/H4C6->HIST1H4F/H4C8->HIST1H4H/H4C9->HIST1H4I/KNL1->CASC5/MRE11->MRE11A/NSD2->WHSC1/SGO1->SGOL1/SGO2->SGOL2,->,->,278
Treg,Reactome,REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE,76,67,1,0,0,6,2,0,68,0,TRUE,BEX3->NGFRAP1,->,->,68
Treg,Reactome,REACTOME_CELL_JUNCTION_ORGANIZATION,305,162,54,0,0,47,27,15,216,0,TRUE,AFDN->MLLT4/H2AC14->HIST1H2AJ/H2AC18->HIST2H2AA3/H2AC20->HIST2H2AC/H2AC4->HIST1H2AB/H2AC6->HIST1H2AC/H2AC8->HIST1H2AE/H2AJ->H2AFJ/H2AX->H2AFX/H2AZ2->H2AFV/H2BC10->HIST1H2BI/H2BC11->HIST1H2BJ/H2BC12->HIST1H2BK/H2BC13->HIST1H2BL/H2BC14->HIST1H2BM/H2BC15->HIST1H2BN/H2BC17->HIST1H2BO/H2BC21->HIST2H2BE/H2BC26->HIST3H2BB/H2BC3->HIST1H2BB/H2BC4->HIST1H2BC/H2BC6->HIST1H2BE/H2BC7->HIST1H2BF/H2BC8->HIST1H2BG/H2BC9->HIST1H2BH/H3-3A->H3F3A/H3-3B->H3F3B/H3C1->HIST1H3A/H3C10->HIST1H3H/H3C11->HIST1H3I/H3C12->HIST1H3J/H3C13->HIST2H3D/H3C2->HIST1H3B/H3C3->HIST1H3C/H3C4->HIST1H3D/H3C7->HIST1H3F/H3C8->HIST1H3G/H4C1->HIST1H4A/H4C11->HIST1H4J/H4C13->HIST1H4L/H4C16->HIST4H4/H4C2->HIST1H4B/H4C3->HIST1H4C/H4C4->HIST1H4D/H4C5->HIST1H4E/H4C6->HIST1H4F/H4C8->HIST1H4H/H4C9->HIST1H4I/KMT5A->SETD8/MCRIP1->FAM195B/NECTIN1->PVRL1/PALS1->MPP5/PATJ->INADL/RACK1->GNB2L1,->,->,216
Treg,Reactome,REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,194,79,1,0,3,32,20,59,80,0,TRUE,JAML->AMICA1,->,IGHA2->A2M/MMP1->CLGN/PSG1->SP1,80
Treg,Reactome,REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,198,168,2,0,0,12,15,1,170,0,TRUE,ERO1A->ERO1L/UFD1->UFD1L,->,->,170
Treg,Reactome,REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS,101,86,3,0,0,9,3,0,89,0,TRUE,HIKESHI->C11orf73/NUP42->NUPL2/NUP58->NUPL1,->,->,89
Treg,Reactome,REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA,62,54,2,0,0,5,0,1,56,0,TRUE,ELOB->TCEB2/ELOC->TCEB1,->,->,56
Treg,Reactome,REACTOME_CELLULAR_RESPONSE_TO_MITOCHONDRIAL_STRESS,9,8,1,0,0,0,0,0,9,0,TRUE,DELE1->KIAA0141,->,->,9
Treg,Reactome,REACTOME_CELLULAR_RESPONSE_TO_STARVATION,157,145,4,0,0,6,2,0,149,0,TRUE,CASTOR1->GATSL3/GCN1->GCN1L1/KICS2->C12orf66/SAMTOR->C7orf60,->,->,149
Treg,Reactome,REACTOME_CELLULAR_RESPONSES_TO_MECHANICAL_STIMULI,103,72,0,0,1,21,8,1,72,0,TRUE,->,->,ADCY8->ADCY3,72
Treg,Reactome,REACTOME_CELLULAR_SENESCENCE,197,122,54,0,0,10,2,9,176,0,TRUE,H1-0->H1F0/H1-1->HIST1H1A/H1-2->HIST1H1C/H1-3->HIST1H1D/H1-4->HIST1H1E/H1-5->HIST1H1B/H2AC14->HIST1H2AJ/H2AC18->HIST2H2AA3/H2AC20->HIST2H2AC/H2AC4->HIST1H2AB/H2AC6->HIST1H2AC/H2AC8->HIST1H2AE/H2AJ->H2AFJ/H2AX->H2AFX/H2AZ2->H2AFV/H2BC10->HIST1H2BI/H2BC11->HIST1H2BJ/H2BC12->HIST1H2BK/H2BC13->HIST1H2BL/H2BC14->HIST1H2BM/H2BC15->HIST1H2BN/H2BC17->HIST1H2BO/H2BC21->HIST2H2BE/H2BC26->HIST3H2BB/H2BC3->HIST1H2BB/H2BC4->HIST1H2BC/H2BC6->HIST1H2BE/H2BC7->HIST1H2BF/H2BC8->HIST1H2BG/H2BC9->HIST1H2BH/H3-3A->H3F3A/H3-3B->H3F3B/H3C1->HIST1H3A/H3C10->HIST1H3H/H3C11->HIST1H3I/H3C12->HIST1H3J/H3C13->HIST2H3D/H3C2->HIST1H3B/H3C3->HIST1H3C/H3C4->HIST1H3D/H3C7->HIST1H3F/H3C8->HIST1H3G/H4C1->HIST1H4A/H4C11->HIST1H4J/H4C13->HIST1H4L/H4C16->HIST4H4/H4C2->HIST1H4B/H4C3->HIST1H4C/H4C4->HIST1H4D/H4C5->HIST1H4E/H4C6->HIST1H4F/H4C8->HIST1H4H/H4C9->HIST1H4I/MRE11->MRE11A,->,->,176
Treg,Reactome,REACTOME_CGMP_EFFECTS,16,8,0,0,0,6,2,0,8,0,TRUE,->,->,->,8
Treg,Reactome,REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,57,35,0,0,0,14,8,0,35,0,TRUE,->,->,->,35
Treg,Reactome,REACTOME_CHOLESTEROL_BIOSYNTHESIS,27,25,0,0,0,1,0,1,25,0,TRUE,->,->,->,25
Treg,Reactome,REACTOME_CHROMATIN_MODIFICATIONS_DURING_THE_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT,70,7,47,0,0,7,1,8,54,0,TRUE,H2AC14->HIST1H2AJ/H2AC18->HIST2H2AA3/H2AC20->HIST2H2AC/H2AC4->HIST1H2AB/H2AC6->HIST1H2AC/H2AC8->HIST1H2AE/H2AJ->H2AFJ/H2AX->H2AFX/H2AZ2->H2AFV/H2BC10->HIST1H2BI/H2BC11->HIST1H2BJ/H2BC12->HIST1H2BK/H2BC13->HIST1H2BL/H2BC14->HIST1H2BM/H2BC15->HIST1H2BN/H2BC17->HIST1H2BO/H2BC21->HIST2H2BE/H2BC26->HIST3H2BB/H2BC3->HIST1H2BB/H2BC4->HIST1H2BC/H2BC6->HIST1H2BE/H2BC7->HIST1H2BF/H2BC8->HIST1H2BG/H2BC9->HIST1H2BH/H3-3A->H3F3A/H3-3B->H3F3B/H3C1->HIST1H3A/H3C10->HIST1H3H/H3C11->HIST1H3I/H3C12->HIST1H3J/H3C13->HIST2H3D/H3C2->HIST1H3B/H3C3->HIST1H3C/H3C4->HIST1H3D/H3C7->HIST1H3F/H3C8->HIST1H3G/H4C1->HIST1H4A/H4C11->HIST1H4J/H4C13->HIST1H4L/H4C16->HIST4H4/H4C2->HIST1H4B/H4C3->HIST1H4C/H4C4->HIST1H4D/H4C5->HIST1H4E/H4C6->HIST1H4F/H4C8->HIST1H4H/H4C9->HIST1H4I,->,->,54
Treg,Reactome,REACTOME_CHROMATIN_ORGANIZATION,287,198,65,0,0,11,5,8,263,0,TRUE,BICRA->GLTSCR1/BICRAL->GLTSCR1L/ELP1->IKBKAP/H2AC11->HIST1H2AG/H2AC12->HIST1H2AH/H2AC13->HIST1H2AI/H2AC14->HIST1H2AJ/H2AC15->HIST1H2AK/H2AC16->HIST1H2AL/H2AC17->HIST1H2AM/H2AC18->HIST2H2AA3/H2AC20->HIST2H2AC/H2AC21->HIST2H2AB/H2AC25->HIST3H2A/H2AC4->HIST1H2AB/H2AC6->HIST1H2AC/H2AC8->HIST1H2AE/H2AJ->H2AFJ/H2AX->H2AFX/H2AZ2->H2AFV/H2BC10->HIST1H2BI/H2BC11->HIST1H2BJ/H2BC12->HIST1H2BK/H2BC13->HIST1H2BL/H2BC14->HIST1H2BM/H2BC15->HIST1H2BN/H2BC17->HIST1H2BO/H2BC18->HIST2H2BF/H2BC21->HIST2H2BE/H2BC26->HIST3H2BB/H2BC3->HIST1H2BB/H2BC4->HIST1H2BC/H2BC6->HIST1H2BE/H2BC7->HIST1H2BF/H2BC8->HIST1H2BG/H2BC9->HIST1H2BH/H3C1->HIST1H3A/H3C10->HIST1H3H/H3C11->HIST1H3I/H3C12->HIST1H3J/H3C13->HIST2H3D/H3C2->HIST1H3B/H3C3->HIST1H3C/H3C4->HIST1H3D/H3C7->HIST1H3F/H3C8->HIST1H3G/H4C1->HIST1H4A/H4C11->HIST1H4J/H4C13->HIST1H4L/H4C16->HIST4H4/H4C2->HIST1H4B/H4C3->HIST1H4C/H4C4->HIST1H4D/H4C5->HIST1H4E/H4C6->HIST1H4F/H4C8->HIST1H4H/H4C9->HIST1H4I/KAT14->CSRP2BP/KMT5A->SETD8/KMT5B->SUV420H1/KMT5C->SUV420H2/NSD2->WHSC1/NSD3->WHSC1L1/RIOX2->MINA/SGF29->CCDC101,->,->,263
Treg,Reactome,REACTOME_CHROMOSOME_MAINTENANCE,139,87,41,0,0,5,0,6,128,0,TRUE,CENPS->APITD1/CENPX->STRA13/H2AC14->HIST1H2AJ/H2AC18->HIST2H2AA3/H2AC20->HIST2H2AC/H2AC4->HIST1H2AB/H2AC6->HIST1H2AC/H2AC8->HIST1H2AE/H2AJ->H2AFJ/H2AX->H2AFX/H2AZ2->H2AFV/H2BC10->HIST1H2BI/H2BC11->HIST1H2BJ/H2BC12->HIST1H2BK/H2BC13->HIST1H2BL/H2BC14->HIST1H2BM/H2BC15->HIST1H2BN/H2BC17->HIST1H2BO/H2BC21->HIST2H2BE/H2BC26->HIST3H2BB/H2BC3->HIST1H2BB/H2BC4->HIST1H2BC/H2BC6->HIST1H2BE/H2BC7->HIST1H2BF/H2BC8->HIST1H2BG/H2BC9->HIST1H2BH/H3-3A->H3F3A/H3-3B->H3F3B/H4C1->HIST1H4A/H4C11->HIST1H4J/H4C13->HIST1H4L/H4C16->HIST4H4/H4C2->HIST1H4B/H4C3->HIST1H4C/H4C4->HIST1H4D/H4C5->HIST1H4E/H4C6->HIST1H4F/H4C8->HIST1H4H/H4C9->HIST1H4I/KNL1->CASC5/STN1->OBFC1,->,->,128
Treg,Reactome,REACTOME_CILIUM_ASSEMBLY,201,165,14,0,1,10,9,2,179,0,TRUE,CEP131->AZI1/CEP162->KIAA1009/CEP43->FGFR1OP/CEP83->CCDC41/CPAP->CENPJ/DYNC2I1->WDR60/DYNC2I2->WDR34/DYNLT2->TCTE3/DYNLT2B->TCTEX1D2/IFT22->RABL5/IFT25->HSPB11/IFT56->TTC26/IFT70B->TTC30B/SEPTIN2->SEPT2,->,CNGB1->GAR1,179
Treg,Reactome,REACTOME_CIRCADIAN_CLOCK,111,98,3,0,0,7,2,1,101,0,TRUE,BMAL1->ARNTL/BMAL2->ARNTL2/NOCT->CCRN4L,->,->,101
Treg,Reactome,REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,34,30,4,0,0,0,0,0,34,0,TRUE,CSKMT->METTL12/KGD4->MRPS36/SDHAF3->ACN9/SDHAF4->C6orf57,->,->,34
Treg,Reactome,REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,332,111,0,0,4,91,120,6,111,0,TRUE,->,->,ADRA2A->ZNF32/HCRTR1->OXR1/PLPPR2->PRG4/PLPPR3->PRG2,111
Treg,Reactome,REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS,94,25,2,0,1,36,29,1,27,0,TRUE,ADGRE1->EMR1/ADGRE5->CD97,->,FZD9->FZD3,27
Treg,Reactome,REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,373,326,4,0,0,25,15,3,330,0,TRUE,DCAF1->VPRBP/ELOB->TCEB2/ELOC->TCEB1/PRKN->PARK2,->,->,330
Treg,Reactome,REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS,145,110,2,0,0,19,14,0,112,0,TRUE,GRK2->ADRBK1/GRK3->ADRBK2,->,->,112
Treg,Reactome,REACTOME_CLEC7A_DECTIN_1_SIGNALING,87,83,0,0,0,2,0,2,83,0,TRUE,->,->,->,83
Treg,Reactome,REACTOME_CO_INHIBITION_BY_PD_1,224,141,47,0,1,14,2,19,188,0,TRUE,H2AC14->HIST1H2AJ/H2AC18->HIST2H2AA3/H2AC20->HIST2H2AC/H2AC4->HIST1H2AB/H2AC6->HIST1H2AC/H2AC8->HIST1H2AE/H2AJ->H2AFJ/H2AX->H2AFX/H2AZ2->H2AFV/H2BC10->HIST1H2BI/H2BC11->HIST1H2BJ/H2BC12->HIST1H2BK/H2BC13->HIST1H2BL/H2BC14->HIST1H2BM/H2BC15->HIST1H2BN/H2BC17->HIST1H2BO/H2BC21->HIST2H2BE/H2BC26->HIST3H2BB/H2BC3->HIST1H2BB/H2BC4->HIST1H2BC/H2BC6->HIST1H2BE/H2BC7->HIST1H2BF/H2BC8->HIST1H2BG/H2BC9->HIST1H2BH/H3-3A->H3F3A/H3-3B->H3F3B/H3C1->HIST1H3A/H3C10->HIST1H3H/H3C11->HIST1H3I/H3C12->HIST1H3J/H3C13->HIST2H3D/H3C2->HIST1H3B/H3C3->HIST1H3C/H3C4->HIST1H3D/H3C7->HIST1H3F/H3C8->HIST1H3G/H4C1->HIST1H4A/H4C11->HIST1H4J/H4C13->HIST1H4L/H4C16->HIST4H4/H4C2->HIST1H4B/H4C3->HIST1H4C/H4C4->HIST1H4D/H4C5->HIST1H4E/H4C6->HIST1H4F/H4C8->HIST1H4H/H4C9->HIST1H4I,->,HLA-DRB3->HLA-DPB1,188
Treg,Reactome,REACTOME_COBALAMIN_CBL_METABOLISM,7,6,1,0,0,0,0,0,7,0,TRUE,MMUT->MUT,->,->,7
Treg,Reactome,REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM,22,16,1,0,0,1,3,1,17,0,TRUE,MMUT->MUT,->,->,17
Treg,Reactome,REACTOME_COHESIN_LOADING_ONTO_CHROMATIN,10,9,1,0,0,0,0,0,10,0,TRUE,WAPL->WAPAL,->,->,10
Treg,Reactome,REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,67,21,1,0,0,31,12,2,22,0,TRUE,P3H1->LEPRE1,->,->,22
Treg,Reactome,REACTOME_COLLAGEN_DEGRADATION,64,20,0,0,2,28,12,2,20,0,TRUE,->,->,MMP1->CLGN/MMP12->MME,20
Treg,Reactome,REACTOME_COLLAGEN_FORMATION,90,34,1,0,0,39,14,2,35,0,TRUE,P3H1->LEPRE1,->,->,35
Treg,Reactome,REACTOME_COMPLEMENT_CASCADE,115,18,0,0,1,19,19,58,18,0,TRUE,->,->,MBL2->MBP,18
Treg,Reactome,REACTOME_COMPLEX_I_BIOGENESIS,68,63,3,0,0,2,0,0,66,0,TRUE,DMAC1->TMEM261/DMAC2->ATP5SL/NDUFAF8->C17orf89,->,->,66
Treg,Reactome,REACTOME_COMPLEX_III_ASSEMBLY,26,21,3,0,0,1,0,1,24,0,TRUE,UQCC3->C11orf83/UQCC5->SMIM4/UQCC6->C12orf73,->,->,24
Treg,Reactome,REACTOME_COMPLEX_IV_ASSEMBLY,48,42,1,0,0,2,3,0,43,0,TRUE,RAB5IF->C20orf24,->,->,43
Treg,Reactome,REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES,73,12,48,0,0,5,0,8,60,0,TRUE,H2AC14->HIST1H2AJ/H2AC18->HIST2H2AA3/H2AC20->HIST2H2AC/H2AC4->HIST1H2AB/H2AC6->HIST1H2AC/H2AC8->HIST1H2AE/H2AJ->H2AFJ/H2AX->H2AFX/H2AZ2->H2AFV/H2BC10->HIST1H2BI/H2BC11->HIST1H2BJ/H2BC12->HIST1H2BK/H2BC13->HIST1H2BL/H2BC14->HIST1H2BM/H2BC15->HIST1H2BN/H2BC17->HIST1H2BO/H2BC21->HIST2H2BE/H2BC26->HIST3H2BB/H2BC3->HIST1H2BB/H2BC4->HIST1H2BC/H2BC6->HIST1H2BE/H2BC7->HIST1H2BF/H2BC8->HIST1H2BG/H2BC9->HIST1H2BH/H3-3A->H3F3A/H3-3B->H3F3B/H3C1->HIST1H3A/H3C10->HIST1H3H/H3C11->HIST1H3I/H3C12->HIST1H3J/H3C13->HIST2H3D/H3C2->HIST1H3B/H3C3->HIST1H3C/H3C4->HIST1H3D/H3C7->HIST1H3F/H3C8->HIST1H3G/H4C1->HIST1H4A/H4C11->HIST1H4J/H4C13->HIST1H4L/H4C16->HIST4H4/H4C2->HIST1H4B/H4C3->HIST1H4C/H4C4->HIST1H4D/H4C5->HIST1H4E/H4C6->HIST1H4F/H4C8->HIST1H4H/H4C9->HIST1H4I/KMT5A->SETD8,->,->,60
Treg,Reactome,REACTOME_CONSTITUTIVE_SIGNALING_BY_OVEREXPRESSED_ERBB2,11,10,1,0,0,0,0,0,11,0,TRUE,ERBIN->ERBB2IP,->,->,11
Treg,Reactome,REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,71,6,0,0,1,2,5,57,6,0,TRUE,->,->,MBL2->MBP,6
Treg,Reactome,REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_ADENYLATE_CYCLASE,12,8,0,0,1,2,1,0,8,0,TRUE,->,->,ADCY8->ADCY3,8
Treg,Reactome,REACTOME_CRISTAE_FORMATION,33,13,20,0,0,0,0,0,33,0,TRUE,ATP5F1A->ATP5A1/ATP5F1B->ATP5B/ATP5F1C->ATP5C1/ATP5F1D->ATP5D/ATP5F1E->ATP5E/ATP5MC1->ATP5G1/ATP5MC2->ATP5G2/ATP5MC3->ATP5G3/ATP5ME->ATP5I/ATP5MF->ATP5J2/ATP5MG->ATP5L/ATP5MJ->C14orf2/ATP5MK->USMG5/ATP5PB->ATP5F1/ATP5PD->ATP5H/ATP5PF->ATP5J/ATP5PO->ATP5O/DMAC2L->ATP5S/MICOS10->MINOS1/MICOS13->C19orf70,->,->,33
Treg,Reactome,REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES,42,37,0,0,0,3,0,2,37,0,TRUE,->,->,->,37
Treg,Reactome,REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION,32,30,2,0,0,0,0,0,32,0,TRUE,OBI1->RNF219/SGO1->SGOL1,->,->,32
Treg,Reactome,REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY,75,73,0,0,0,1,0,1,73,0,TRUE,->,->,->,73
Treg,Reactome,REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE,64,21,1,0,1,21,19,1,22,0,TRUE,FDX2->FDX1L,->,CYP1A1->AHRR,22
Treg,Reactome,REACTOME_CYTOSOLIC_IRON_SULFUR_CLUSTER_ASSEMBLY,13,11,2,0,0,0,0,0,13,0,TRUE,CIAO2B->FAM96B/CIAO3->NARFL,->,->,13
