population,sample_id,donor,tissue,n_cells,pathway_name,activity,pvalue,n_genes_scored
Treg,JIA_patient_4|peripheral_blood|Treg,JIA_patient_4,peripheral_blood,2230,Hypoxia,-2.42190019,0.0154522217,13999
Treg,JIA_patient_5|peripheral_blood|Treg,JIA_patient_5,peripheral_blood,3942,Hypoxia,-4.76058179,1.94969656e-6,13999
Treg,JIA_patient_6|synovial_fluid|Treg,JIA_patient_6,synovial_fluid,1825,Hypoxia,4.56165486,5.11834116e-6,13999
Treg,JIA_patient_6|peripheral_blood|Treg,JIA_patient_6,peripheral_blood,1953,Hypoxia,-2.76580004,0.00568578321,13999
Treg,JIA_patient_7|synovial_fluid|Treg,JIA_patient_7,synovial_fluid,2814,Hypoxia,2.74474305,0.00606355791,13999
Treg,JIA_patient_7|peripheral_blood|Treg,JIA_patient_7,peripheral_blood,266,Hypoxia,-1.51740583,0.129186858,13999
Treg,JIA_patient_1|synovial_fluid|Treg,JIA_patient_1,synovial_fluid,1761,JAK-STAT,16.416948,5.264158119999999e-60,13999
Treg,JIA_patient_1|peripheral_blood|Treg,JIA_patient_1,peripheral_blood,2360,JAK-STAT,0.585289778,0.558362331,13999
Treg,JIA_patient_2|synovial_fluid|Treg,JIA_patient_2,synovial_fluid,2669,JAK-STAT,0.0790252387,0.937013679,13999
Treg,JIA_patient_2|peripheral_blood|Treg,JIA_patient_2,peripheral_blood,1271,JAK-STAT,-10.8525906,2.4910669600000002e-27,13999
Treg,JIA_patient_3|synovial_fluid|Treg,JIA_patient_3,synovial_fluid,1636,JAK-STAT,16.4079644,6.086724309999999e-60,13999
Treg,JIA_patient_3|peripheral_blood|Treg,JIA_patient_3,peripheral_blood,1581,JAK-STAT,0.128546106,0.897718662,13999
Treg,JIA_patient_4|synovial_fluid|Treg,JIA_patient_4,synovial_fluid,2867,JAK-STAT,3.05950088,0.0022212579,13999
Treg,JIA_patient_4|peripheral_blood|Treg,JIA_patient_4,peripheral_blood,2230,JAK-STAT,-0.96772332,0.333199305,13999
Treg,JIA_patient_5|peripheral_blood|Treg,JIA_patient_5,peripheral_blood,3942,JAK-STAT,-3.75401015,1.74732402e-4,13999
Treg,JIA_patient_6|synovial_fluid|Treg,JIA_patient_6,synovial_fluid,1825,JAK-STAT,-3.57093852,3.56898055e-4,13999
Treg,JIA_patient_6|peripheral_blood|Treg,JIA_patient_6,peripheral_blood,1953,JAK-STAT,-4.66814913,3.06748506e-6,13999
Treg,JIA_patient_7|synovial_fluid|Treg,JIA_patient_7,synovial_fluid,2814,JAK-STAT,-1.22353233,0.221149319,13999
Treg,JIA_patient_7|peripheral_blood|Treg,JIA_patient_7,peripheral_blood,266,JAK-STAT,-6.89828674,5.48952156e-12,13999
Treg,JIA_patient_1|synovial_fluid|Treg,JIA_patient_1,synovial_fluid,1761,MAPK,2.62684851,0.00862736731,13999
Treg,JIA_patient_1|peripheral_blood|Treg,JIA_patient_1,peripheral_blood,2360,MAPK,-3.3208872,8.99615582e-4,13999
Treg,JIA_patient_2|synovial_fluid|Treg,JIA_patient_2,synovial_fluid,2669,MAPK,-3.76560486,1.66826911e-4,13999
Treg,JIA_patient_2|peripheral_blood|Treg,JIA_patient_2,peripheral_blood,1271,MAPK,3.70333746,2.13600072e-4,13999
Treg,JIA_patient_3|synovial_fluid|Treg,JIA_patient_3,synovial_fluid,1636,MAPK,2.03342054,0.0420288975,13999
Treg,JIA_patient_3|peripheral_blood|Treg,JIA_patient_3,peripheral_blood,1581,MAPK,0.118316173,0.905818843,13999
Treg,JIA_patient_4|synovial_fluid|Treg,JIA_patient_4,synovial_fluid,2867,MAPK,1.38135228,0.167192741,13999
Treg,JIA_patient_4|peripheral_blood|Treg,JIA_patient_4,peripheral_blood,2230,MAPK,-3.43857656,5.8648539e-4,13999
Treg,JIA_patient_5|peripheral_blood|Treg,JIA_patient_5,peripheral_blood,3942,MAPK,-3.51072719,4.48290014e-4,13999
Treg,JIA_patient_6|synovial_fluid|Treg,JIA_patient_6,synovial_fluid,1825,MAPK,2.53096545,0.0113857742,13999
Treg,JIA_patient_6|peripheral_blood|Treg,JIA_patient_6,peripheral_blood,1953,MAPK,-1.1975576000000001,0.231109591,13999
Treg,JIA_patient_7|synovial_fluid|Treg,JIA_patient_7,synovial_fluid,2814,MAPK,1.29563252,0.195123504,13999
Treg,JIA_patient_7|peripheral_blood|Treg,JIA_patient_7,peripheral_blood,266,MAPK,-0.243136718,0.807903054,13999
Treg,JIA_patient_1|synovial_fluid|Treg,JIA_patient_1,synovial_fluid,1761,NFkB,2.67902701,0.00739228219,13999
Treg,JIA_patient_1|peripheral_blood|Treg,JIA_patient_1,peripheral_blood,2360,NFkB,-3.37488936,7.40461221e-4,13999
Treg,JIA_patient_2|synovial_fluid|Treg,JIA_patient_2,synovial_fluid,2669,NFkB,2.31178316,0.020804094,13999
Treg,JIA_patient_2|peripheral_blood|Treg,JIA_patient_2,peripheral_blood,1271,NFkB,-5.16785615,2.40054912e-7,13999
Treg,JIA_patient_3|synovial_fluid|Treg,JIA_patient_3,synovial_fluid,1636,NFkB,6.39157961,1.69387625e-10,13999
Treg,JIA_patient_3|peripheral_blood|Treg,JIA_patient_3,peripheral_blood,1581,NFkB,-3.40691683,6.58861379e-4,13999
Treg,JIA_patient_4|synovial_fluid|Treg,JIA_patient_4,synovial_fluid,2867,NFkB,5.45635387,4.94280839e-8,13999
Treg,JIA_patient_4|peripheral_blood|Treg,JIA_patient_4,peripheral_blood,2230,NFkB,-5.94306973,2.86388298e-9,13999
Treg,JIA_patient_5|peripheral_blood|Treg,JIA_patient_5,peripheral_blood,3942,NFkB,-6.50325453,8.1270805e-11,13999
Treg,JIA_patient_6|synovial_fluid|Treg,JIA_patient_6,synovial_fluid,1825,NFkB,3.44193724,5.79253581e-4,13999
Treg,JIA_patient_6|peripheral_blood|Treg,JIA_patient_6,peripheral_blood,1953,NFkB,-2.69039597,0.00714520545,13999
Treg,JIA_patient_7|synovial_fluid|Treg,JIA_patient_7,synovial_fluid,2814,NFkB,7.10956714,1.22052435e-12,13999
Treg,JIA_patient_7|peripheral_blood|Treg,JIA_patient_7,peripheral_blood,266,NFkB,-1.56553466,0.117480225,13999
Treg,JIA_patient_1|synovial_fluid|Treg,JIA_patient_1,synovial_fluid,1761,PI3K,4.16757552,3.09708363e-5,13999
Treg,JIA_patient_1|peripheral_blood|Treg,JIA_patient_1,peripheral_blood,2360,PI3K,-3.78478683,1.54482701e-4,13999
Treg,JIA_patient_2|synovial_fluid|Treg,JIA_patient_2,synovial_fluid,2669,PI3K,0.120360484,0.904199322,13999
Treg,JIA_patient_2|peripheral_blood|Treg,JIA_patient_2,peripheral_blood,1271,PI3K,0.986733516,0.323790367,13999
Treg,JIA_patient_3|synovial_fluid|Treg,JIA_patient_3,synovial_fluid,1636,PI3K,6.02062055,1.78099821e-9,13999
Treg,JIA_patient_3|peripheral_blood|Treg,JIA_patient_3,peripheral_blood,1581,PI3K,0.102326101,0.918499306,13999
Treg,JIA_patient_4|synovial_fluid|Treg,JIA_patient_4,synovial_fluid,2867,PI3K,4.10555845,4.05630869e-5,13999
Treg,JIA_patient_4|peripheral_blood|Treg,JIA_patient_4,peripheral_blood,2230,PI3K,-2.06536285,0.0389070646,13999
Treg,JIA_patient_5|peripheral_blood|Treg,JIA_patient_5,peripheral_blood,3942,PI3K,-5.52441261,3.36494336e-8,13999
Treg,JIA_patient_6|synovial_fluid|Treg,JIA_patient_6,synovial_fluid,1825,PI3K,3.15654244,0.00159990558,13999
Treg,JIA_patient_6|peripheral_blood|Treg,JIA_patient_6,peripheral_blood,1953,PI3K,-5.65845822,1.5573542e-8,13999
Treg,JIA_patient_7|synovial_fluid|Treg,JIA_patient_7,synovial_fluid,2814,PI3K,1.06568388,0.286584968,13999
Treg,JIA_patient_7|peripheral_blood|Treg,JIA_patient_7,peripheral_blood,266,PI3K,-3.87319857,1.07905566e-4,13999
Treg,JIA_patient_1|synovial_fluid|Treg,JIA_patient_1,synovial_fluid,1761,TGFb,3.80089025,1.44788833e-4,13999
Treg,JIA_patient_1|peripheral_blood|Treg,JIA_patient_1,peripheral_blood,2360,TGFb,-4.00154797,6.32537647e-5,13999
Treg,JIA_patient_2|synovial_fluid|Treg,JIA_patient_2,synovial_fluid,2669,TGFb,3.20053269,0.00137480231,13999
Treg,JIA_patient_2|peripheral_blood|Treg,JIA_patient_2,peripheral_blood,1271,TGFb,-4.90144464,9.62012717e-7,13999
Treg,JIA_patient_3|synovial_fluid|Treg,JIA_patient_3,synovial_fluid,1636,TGFb,4.16402724,3.14557546e-5,13999
Treg,JIA_patient_3|peripheral_blood|Treg,JIA_patient_3,peripheral_blood,1581,TGFb,-3.51433037,4.42257776e-4,13999
Treg,JIA_patient_4|synovial_fluid|Treg,JIA_patient_4,synovial_fluid,2867,TGFb,4.40202318,1.08041218e-5,13999
Treg,JIA_patient_4|peripheral_blood|Treg,JIA_patient_4,peripheral_blood,2230,TGFb,-3.1656937,0.00155045558,13999
Treg,JIA_patient_5|peripheral_blood|Treg,JIA_patient_5,peripheral_blood,3942,TGFb,-4.63422491,3.61513257e-6,13999
Treg,JIA_patient_6|synovial_fluid|Treg,JIA_patient_6,synovial_fluid,1825,TGFb,6.16646488,7.17552386e-10,13999
Treg,JIA_patient_6|peripheral_blood|Treg,JIA_patient_6,peripheral_blood,1953,TGFb,-4.38976934,1.14303292e-5,13999
Treg,JIA_patient_7|synovial_fluid|Treg,JIA_patient_7,synovial_fluid,2814,TGFb,3.37752771,7.33399948e-4,13999
Treg,JIA_patient_7|peripheral_blood|Treg,JIA_patient_7,peripheral_blood,266,TGFb,-2.14490845,0.0319773427,13999
Treg,JIA_patient_1|synovial_fluid|Treg,JIA_patient_1,synovial_fluid,1761,TNFa,0.708928449,0.478380698,13999
Treg,JIA_patient_1|peripheral_blood|Treg,JIA_patient_1,peripheral_blood,2360,TNFa,0.647067324,0.517598993,13999
Treg,JIA_patient_2|synovial_fluid|Treg,JIA_patient_2,synovial_fluid,2669,TNFa,-0.0321749994,0.974332953,13999
Treg,JIA_patient_2|peripheral_blood|Treg,JIA_patient_2,peripheral_blood,1271,TNFa,1.1350583,0.256370348,13999
Treg,JIA_patient_3|synovial_fluid|Treg,JIA_patient_3,synovial_fluid,1636,TNFa,-2.11243804,0.0346665735,13999
Treg,JIA_patient_3|peripheral_blood|Treg,JIA_patient_3,peripheral_blood,1581,TNFa,0.534857326,0.592757023,13999
Treg,JIA_patient_4|synovial_fluid|Treg,JIA_patient_4,synovial_fluid,2867,TNFa,-1.92537518,0.0542026943,13999
Treg,JIA_patient_4|peripheral_blood|Treg,JIA_patient_4,peripheral_blood,2230,TNFa,2.1106137,0.0348232355,13999
Treg,JIA_patient_5|peripheral_blood|Treg,JIA_patient_5,peripheral_blood,3942,TNFa,1.94442557,0.0518641777,13999
Treg,JIA_patient_6|synovial_fluid|Treg,JIA_patient_6,synovial_fluid,1825,TNFa,-1.484849,0.13760637,13999
Treg,JIA_patient_6|peripheral_blood|Treg,JIA_patient_6,peripheral_blood,1953,TNFa,0.267581844,0.789025154,13999
Treg,JIA_patient_7|synovial_fluid|Treg,JIA_patient_7,synovial_fluid,2814,TNFa,-1.65400814,0.0981483029,13999
Treg,JIA_patient_7|peripheral_blood|Treg,JIA_patient_7,peripheral_blood,266,TNFa,0.564685284,0.572296903,13999
Treg,JIA_patient_1|synovial_fluid|Treg,JIA_patient_1,synovial_fluid,1761,Trail,-1.20679582,0.2275312,13999
Treg,JIA_patient_1|peripheral_blood|Treg,JIA_patient_1,peripheral_blood,2360,Trail,-0.721861432,0.47039174499999997,13999
Treg,JIA_patient_2|synovial_fluid|Treg,JIA_patient_2,synovial_fluid,2669,Trail,1.73153717,0.0833780553,13999
Treg,JIA_patient_2|peripheral_blood|Treg,JIA_patient_2,peripheral_blood,1271,Trail,-0.643862718,0.519675019,13999
Treg,JIA_patient_3|synovial_fluid|Treg,JIA_patient_3,synovial_fluid,1636,Trail,-1.73212566,0.0832732421,13999
Treg,JIA_patient_3|peripheral_blood|Treg,JIA_patient_3,peripheral_blood,1581,Trail,-0.2067954,0.83617266,13999
Treg,JIA_patient_4|synovial_fluid|Treg,JIA_patient_4,synovial_fluid,2867,Trail,-1.44457478,0.148599766,13999
Treg,JIA_patient_4|peripheral_blood|Treg,JIA_patient_4,peripheral_blood,2230,Trail,0.233991418,0.814995067,13999
Treg,JIA_patient_5|peripheral_blood|Treg,JIA_patient_5,peripheral_blood,3942,Trail,1.6581483,0.0973099661,13999
Treg,JIA_patient_6|synovial_fluid|Treg,JIA_patient_6,synovial_fluid,1825,Trail,0.729588969,0.465653687,13999
Treg,JIA_patient_6|peripheral_blood|Treg,JIA_patient_6,peripheral_blood,1953,Trail,0.849114111,0.395832335,13999
Treg,JIA_patient_7|synovial_fluid|Treg,JIA_patient_7,synovial_fluid,2814,Trail,-1.94199908,0.0521572656,13999
Treg,JIA_patient_7|peripheral_blood|Treg,JIA_patient_7,peripheral_blood,266,Trail,1.79438639,0.0727731092,13999
Treg,JIA_patient_1|synovial_fluid|Treg,JIA_patient_1,synovial_fluid,1761,VEGF,4.82652402,1.40404554e-6,13999
Treg,JIA_patient_1|peripheral_blood|Treg,JIA_patient_1,peripheral_blood,2360,VEGF,-0.562573612,0.573734283,13999
Treg,JIA_patient_2|synovial_fluid|Treg,JIA_patient_2,synovial_fluid,2669,VEGF,2.17142049,0.0299161581,13999
Treg,JIA_patient_2|peripheral_blood|Treg,JIA_patient_2,peripheral_blood,1271,VEGF,-3.22610275,0.0012577697,13999
Treg,JIA_patient_3|synovial_fluid|Treg,JIA_patient_3,synovial_fluid,1636,VEGF,1.0194883,0.30798884,13999
Treg,JIA_patient_3|peripheral_blood|Treg,JIA_patient_3,peripheral_blood,1581,VEGF,-2.80051236,0.00510915639,13999
Treg,JIA_patient_4|synovial_fluid|Treg,JIA_patient_4,synovial_fluid,2867,VEGF,3.13521133,0.00172085915,13999
Treg,JIA_patient_4|peripheral_blood|Treg,JIA_patient_4,peripheral_blood,2230,VEGF,-0.59822358,0.549700448,13999
Treg,JIA_patient_5|peripheral_blood|Treg,JIA_patient_5,peripheral_blood,3942,VEGF,-0.73195665,0.464207293,13999
Treg,JIA_patient_6|synovial_fluid|Treg,JIA_patient_6,synovial_fluid,1825,VEGF,0.675921826,0.499101457,13999
Treg,JIA_patient_6|peripheral_blood|Treg,JIA_patient_6,peripheral_blood,1953,VEGF,-1.4707925,0.14136974,13999
Treg,JIA_patient_7|synovial_fluid|Treg,JIA_patient_7,synovial_fluid,2814,VEGF,1.75820222,0.0787349802,13999
Treg,JIA_patient_7|peripheral_blood|Treg,JIA_patient_7,peripheral_blood,266,VEGF,-2.55854623,0.0105215214,13999
Treg,JIA_patient_1|synovial_fluid|Treg,JIA_patient_1,synovial_fluid,1761,WNT,-1.82347904,0.0682522051,13999
Treg,JIA_patient_1|peripheral_blood|Treg,JIA_patient_1,peripheral_blood,2360,WNT,1.88515242,0.0594299771,13999
Treg,JIA_patient_2|synovial_fluid|Treg,JIA_patient_2,synovial_fluid,2669,WNT,-3.49806864,4.70096499e-4,13999
Treg,JIA_patient_2|peripheral_blood|Treg,JIA_patient_2,peripheral_blood,1271,WNT,1.99306674,0.0462735381,13999
Treg,JIA_patient_3|synovial_fluid|Treg,JIA_patient_3,synovial_fluid,1636,WNT,-2.10643653,0.035184221,13999
Treg,JIA_patient_3|peripheral_blood|Treg,JIA_patient_3,peripheral_blood,1581,WNT,1.52422529,0.127475056,13999
Treg,JIA_patient_4|synovial_fluid|Treg,JIA_patient_4,synovial_fluid,2867,WNT,-1.23468467,0.216968631,13999
Treg,JIA_patient_4|peripheral_blood|Treg,JIA_patient_4,peripheral_blood,2230,WNT,0.24278589,0.808174827,13999
Treg,JIA_patient_5|peripheral_blood|Treg,JIA_patient_5,peripheral_blood,3942,WNT,1.79719024,0.0723269923,13999
Treg,JIA_patient_6|synovial_fluid|Treg,JIA_patient_6,synovial_fluid,1825,WNT,-2.06689366,0.038762537,13999
Treg,JIA_patient_6|peripheral_blood|Treg,JIA_patient_6,peripheral_blood,1953,WNT,1.60902715,0.107632977,13999
Treg,JIA_patient_7|synovial_fluid|Treg,JIA_patient_7,synovial_fluid,2814,WNT,-0.826542062,0.40851077,13999
Treg,JIA_patient_7|peripheral_blood|Treg,JIA_patient_7,peripheral_blood,266,WNT,2.44126224,0.0146483356,13999
Treg,JIA_patient_1|synovial_fluid|Treg,JIA_patient_1,synovial_fluid,1761,p53,2.53997302,0.0110968294,13999
Treg,JIA_patient_1|peripheral_blood|Treg,JIA_patient_1,peripheral_blood,2360,p53,6.88560025,5.99990594e-12,13999
Treg,JIA_patient_2|synovial_fluid|Treg,JIA_patient_2,synovial_fluid,2669,p53,9.37521917,7.945783010000001e-21,13999
Treg,JIA_patient_2|peripheral_blood|Treg,JIA_patient_2,peripheral_blood,1271,p53,-14.3165699,3.6540634099999996e-46,13999
Treg,JIA_patient_3|synovial_fluid|Treg,JIA_patient_3,synovial_fluid,1636,p53,-4.96475956,6.95968829e-7,13999
Treg,JIA_patient_3|peripheral_blood|Treg,JIA_patient_3,peripheral_blood,1581,p53,-2.48796038,0.0128593593,13999
Treg,JIA_patient_4|synovial_fluid|Treg,JIA_patient_4,synovial_fluid,2867,p53,-3.77559382,1.60287321e-4,13999
Treg,JIA_patient_4|peripheral_blood|Treg,JIA_patient_4,peripheral_blood,2230,p53,4.70311872,2.58666835e-6,13999
Treg,JIA_patient_5|peripheral_blood|Treg,JIA_patient_5,peripheral_blood,3942,p53,0.79111211,0.42889199,13999
Treg,JIA_patient_6|synovial_fluid|Treg,JIA_patient_6,synovial_fluid,1825,p53,-4.34018329,1.4336376e-5,13999
Treg,JIA_patient_6|peripheral_blood|Treg,JIA_patient_6,peripheral_blood,1953,p53,0.518866902,0.603861771,13999
Treg,JIA_patient_7|synovial_fluid|Treg,JIA_patient_7,synovial_fluid,2814,p53,2.7463496,0.0060339581,13999
Treg,JIA_patient_7|peripheral_blood|Treg,JIA_patient_7,peripheral_blood,266,p53,4.8650739,1.15660623e-6,13999
