"population","database","pathway_id","direction","nes","padj","padj_pooled","set_size","n_tests_in_db","n_tests_pooled","n_sig_pooled_in_database","n_sig_per_database_only"
"Tcon","GO_MF","GOMF_PEPTIDASE_INHIBITOR_ACTIVITY","up",1.96289876,0.00262345029,0.00115319335,64,1407,11459,151,110
"Tcon","GO_MF","GOMF_DNA_BINDING_TRANSCRIPTION_FACTOR_BINDING","up",1.55760083,0.00372091732,0.00157701115,378,1407,11459,151,110
"Tcon","GO_MF","GOMF_MICROTUBULE_MOTOR_ACTIVITY","up",1.93065651,0.00390902199,0.00167095889,49,1407,11459,151,110
"Tcon","GO_MF","GOMF_RNA_POLYMERASE_II_SPECIFIC_DNA_BINDING_TRANSCRIPTION_FACTOR_BINDING","up",1.61759335,0.00410337708,0.00177809386,270,1407,11459,151,110
"Tcon","GO_MF","GOMF_EXOGENOUS_PROTEIN_BINDING","up",1.92846167,0.00641815471,0.00268401746,60,1407,11459,151,110
"Tcon","GO_MF","GOMF_CYTOKINE_BINDING","up",1.85152269,0.00666508645,0.00284805072,93,1407,11459,151,110
"Tcon","GO_MF","GOMF_TRANSLATION_FACTOR_ACTIVITY","down",-1.84003737,0.00666508645,0.00288955321,77,1407,11459,151,110
"Tcon","GO_MF","GOMF_CYTIDINE_DEAMINASE_ACTIVITY","up",2.00468124,0.00717174468,0.00319668958,9,1407,11459,151,110
"Tcon","GO_MF","GOMF_CARBOHYDRATE_BINDING","up",1.71763662,0.00717174468,0.0032164984,149,1407,11459,151,110
"Tcon","GO_MF","GOMF_L_SERINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY","up",1.90507045,0.00748957136,0.00338873088,6,1407,11459,151,110
"Tcon","GO_MF","GOMF_TRANSMEMBRANE_TRANSPORTER_BINDING","up",1.78426402,0.00766398309,0.00351863998,94,1407,11459,151,110
"Tcon","GO_MF","GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_CYCLIC_AMIDINES","up",2.05509408,0.00823795251,0.00378551318,24,1407,11459,151,110
"Tcon","GO_MF","GOMF_ACTIN_FILAMENT_BINDING","up",1.70325065,0.00853427605,0.00394357571,140,1407,11459,151,110
"Tcon","GO_MF","GOMF_PHOSPHATIDYLINOSITOL_PHOSPHATE_BINDING","up",1.70453269,0.00889839794,0.00411958303,136,1407,11459,151,110
"Tcon","GO_MF","GOMF_MHC_PROTEIN_BINDING","up",2.0331422,0.00929241043,0.00430347262,24,1407,11459,151,110
"Tcon","GO_MF","GOMF_LIPASE_INHIBITOR_ACTIVITY","up",1.95364068,0.00946747951,0.00444338456,9,1407,11459,151,110
"Tcon","GO_MF","GOMF_S100_PROTEIN_BINDING","up",1.9870687,0.0102990607,0.00480360995,11,1407,11459,151,110
"Tcon","GO_MF","GOMF_TRNA_METHYLTRANSFERASE_ACTIVITY","down",-1.97997292,0.0113286368,0.00523551333,31,1407,11459,151,110
"Tcon","GO_MF","GOMF_G_PROTEIN_ACTIVITY","up",1.76922842,0.0122583476,0.00566888694,88,1407,11459,151,110
"Tcon","GO_MF","GOMF_NUCLEAR_RETINOIC_ACID_RECEPTOR_BINDING","up",1.99639544,0.0127228185,0.00592411621,21,1407,11459,151,110
"Tcon","GO_MF","GOMF_PHOSPHOLIPASE_INHIBITOR_ACTIVITY","up",1.91867065,0.0130391166,0.00626802841,8,1407,11459,151,110
"Tcon","GO_MF","GOMF_S_ADENOSYLMETHIONINE_DEPENDENT_METHYLTRANSFERASE_ACTIVITY","down",-1.67483343,0.0130391166,0.006270947,121,1407,11459,151,110
"Tcon","GO_MF","GOMF_PEPTIDE_HORMONE_BINDING","down",-1.98645711,0.0130391166,0.00630850409,19,1407,11459,151,110
"Tcon","GO_MF","GOMF_KINASE_REGULATOR_ACTIVITY","up",1.57999971,0.0130391166,0.00632235892,239,1407,11459,151,110
"Tcon","GO_MF","GOMF_IMMUNOGLOBULIN_BINDING","up",1.97704603,0.0141496804,0.00690053529,14,1407,11459,151,110
"Tcon","GO_MF","GOMF_LARGE_RIBOSOMAL_SUBUNIT_RRNA_BINDING","down",-1.88625988,0.0143519976,0.00703858509,7,1407,11459,151,110
"Tcon","GO_MF","GOMF_G_PROTEIN_COUPLED_CHEMOATTRACTANT_RECEPTOR_ACTIVITY","up",1.96923236,0.0152732661,0.00753309792,23,1407,11459,151,110
"Tcon","GO_MF","GOMF_CYTOKINE_RECEPTOR_ACTIVITY","up",1.79383792,0.0152732661,0.00755694625,69,1407,11459,151,110
"Tcon","GO_MF","GOMF_COLLAGEN_BINDING","up",1.91900583,0.0172368093,0.00835322005,36,1407,11459,151,110
"Tcon","GO_MF","GOMF_HEXOSYLTRANSFERASE_ACTIVITY","up",1.66284276,0.0176636968,0.00857082897,126,1407,11459,151,110
"Tcon","GO_MF","GOMF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BINDING","up",1.90191209,0.0178830169,0.00875950355,9,1407,11459,151,110
"Tcon","GO_MF","GOMF_EXTRACELLULAR_MATRIX_BINDING","up",1.91737045,0.0202995354,0.00979813748,25,1407,11459,151,110
"Tcon","GO_MF","GOMF_UDP_GLYCOSYLTRANSFERASE_ACTIVITY","up",1.72923025,0.0202995354,0.00984432236,81,1407,11459,151,110
"Tcon","GO_MF","GOMF_NUCLEAR_RETINOID_X_RECEPTOR_BINDING","up",1.9388234,0.0203786158,0.0100016328,14,1407,11459,151,110
"Tcon","GO_MF","GOMF_C_METHYLTRANSFERASE_ACTIVITY","down",-1.83899036,0.021587459,0.0106003442,6,1407,11459,151,110
"Tcon","GO_MF","GOMF_PDZ_DOMAIN_BINDING","up",1.82530515,0.0229749068,0.0112395067,46,1407,11459,151,110
"Tcon","GO_MF","GOMF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY","up",1.75115659,0.0240155001,0.0117153594,63,1407,11459,151,110
"Tcon","GO_MF","GOMF_GDP_BINDING","up",1.7884716,0.0240155001,0.0118045294,54,1407,11459,151,110
"Tcon","GO_MF","GOMF_CCR1_CHEMOKINE_RECEPTOR_BINDING","up",1.79202278,0.0240155001,0.0118996426,5,1407,11459,151,110
"Tcon","GO_MF","GOMF_MODIFIED_AMINO_ACID_BINDING","up",1.76118377,0.0240155001,0.0119553132,60,1407,11459,151,110
"Tcon","GO_MF","GOMF_GTPASE_ACTIVATOR_ACTIVITY","up",1.53004591,0.0250420077,0.0124199765,215,1407,11459,151,110
"Tcon","GO_MF","GOMF_STAT_FAMILY_PROTEIN_BINDING","up",1.84544014,0.0250514335,0.0125379016,7,1407,11459,151,110
"Tcon","GO_MF","GOMF_CHEMOKINE_BINDING","up",1.875885,0.0255297159,0.0129006732,26,1407,11459,151,110
"Tcon","GO_MF","GOMF_LIPASE_ACTIVATOR_ACTIVITY","up",1.91224129,0.0255297159,0.0129336759,17,1407,11459,151,110
"Tcon","GO_MF","GOMF_GUANYL_NUCLEOTIDE_BINDING","up",1.48344327,0.0269554268,0.0135305088,280,1407,11459,151,110
"Tcon","GO_MF","GOMF_PHOSPHATASE_REGULATOR_ACTIVITY","up",1.6663445,0.0281148995,0.014029517,95,1407,11459,151,110
"Tcon","GO_MF","GOMF_GLYCOSAMINOGLYCAN_BINDING","up",1.67199008,0.0291383143,0.0145017555,92,1407,11459,151,110
"Tcon","GO_MF","GOMF_GLYCOSYLTRANSFERASE_ACTIVITY","up",1.54371065,0.0291383143,0.0145970264,183,1407,11459,151,110
"Tcon","GO_MF","GOMF_PHOSPHATIDYLINOSITOL_3_4_5_TRISPHOSPHATE_BINDING","up",1.86704553,0.0291383143,0.0148101298,32,1407,11459,151,110
"Tcon","GO_MF","GOMF_TUMOR_NECROSIS_FACTOR_RECEPTOR_SUPERFAMILY_BINDING","up",1.83160842,0.0291383143,0.0148101298,38,1407,11459,151,110
"Tcon","GO_MF","GOMF_C_C_CHEMOKINE_BINDING","up",1.88868073,0.0295549334,0.0150439757,20,1407,11459,151,110
"Tcon","GO_MF","GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING","up",1.47030091,0.0343122228,0.0171694931,268,1407,11459,151,110
"Tcon","GO_MF","GOMF_P_TYPE_CALCIUM_TRANSPORTER_ACTIVITY","up",1.75987829,0.0352936241,0.017656982,5,1407,11459,151,110
"Tcon","GO_MF","GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_ONE_CARBON_GROUPS","down",-1.52281169,0.0369945135,0.0184677222,158,1407,11459,151,110
"Tcon","GO_MF","GOMF_PHOSPHOLIPASE_ACTIVATOR_ACTIVITY","up",1.86999042,0.0371502982,0.0187634245,16,1407,11459,151,110
"Tcon","GO_MF","GOMF_CARBOXYLIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY","up",1.64784358,0.0371502982,0.0188196695,88,1407,11459,151,110
"Tcon","GO_MF","GOMF_STRUCTURAL_CONSTITUENT_OF_CYTOSKELETON","up",1.68229464,0.0411876645,0.0205207398,67,1407,11459,151,110
"Tcon","GO_MF","GOMF_PATTERN_RECOGNITION_RECEPTOR_ACTIVITY","up",1.80113989,0.0412731137,0.0208863133,34,1407,11459,151,110
"Tcon","GO_MF","GOMF_GTPASE_BINDING","up",1.45060025,0.0412731137,0.0208863133,273,1407,11459,151,110
"Tcon","GO_MF","GOMF_PROTEIN_HETERODIMERIZATION_ACTIVITY","up",1.51172605,0.0415380695,0.021185414,183,1407,11459,151,110
"Tcon","GO_MF","GOMF_MHC_CLASS_II_PROTEIN_BINDING","up",1.74167713,0.0429457815,0.0218935921,5,1407,11459,151,110
"Tcon","GO_MF","GOMF_PHOSPHATASE_BINDING","up",1.5308425,0.043834065,0.0225284941,160,1407,11459,151,110
"Tcon","GO_MF","GOMF_GROWTH_FACTOR_ACTIVITY","up",1.71639246,0.043834065,0.0227612649,52,1407,11459,151,110
"Tcon","GO_MF","GOMF_DNA_BINDING_TRANSCRIPTION_ACTIVATOR_ACTIVITY","up",1.47150549,0.043834065,0.0228017335,246,1407,11459,151,110
"Tcon","GO_MF","GOMF_PLUS_END_DIRECTED_MICROTUBULE_MOTOR_ACTIVITY","up",1.84323785,0.0442658749,0.0232140127,17,1407,11459,151,110
"Tcon","GO_MF","GOMF_IMMUNOGLOBULIN_RECEPTOR_ACTIVITY","up",1.78900469,0.0454600898,0.0238483439,7,1407,11459,151,110
"Tcon","GO_MF","GOMF_CHEMOATTRACTANT_ACTIVITY","up",1.83762372,0.0456400508,0.0242716683,17,1407,11459,151,110
"Tcon","GO_MF","GOMF_NUCLEAR_RECEPTOR_BINDING","up",1.58121928,0.0456400508,0.0242716683,116,1407,11459,151,110
"Tcon","GO_MF","GOMF_SCAFFOLD_PROTEIN_BINDING","up",1.71389521,0.0456400508,0.0243894953,50,1407,11459,151,110
"Tcon","GO_MF","GOMF_FIBRONECTIN_BINDING","up",1.82742217,0.046308174,0.0249497459,18,1407,11459,151,110
"Tcon","GO_MF","GOMF_PROTEIN_SERINE_THREONINE_KINASE_INHIBITOR_ACTIVITY","up",1.73302905,0.046308174,0.0250727992,45,1407,11459,151,110
"Tcon","GO_MF","GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_RRNA","down",-1.83699808,0.046308174,0.0251744814,17,1407,11459,151,110
"Tcon","GO_MF","GOMF_DOUBLE_STRANDED_RNA_BINDING","up",1.64825102,0.0474020613,0.0257449597,70,1407,11459,151,110
"Tcon","GO_MF","GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_TRNA","down",-1.53328228,0.0495034421,0.0268736055,124,1407,11459,151,110
"Tcon","GO_MF","GOMF_IGG_BINDING","up",1.8043008,0.0495034421,0.0268942879,9,1407,11459,151,110
"Tcon","GO_MF","GOMF_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY","up",1.81613979,0.0515595283,0.0279105288,19,1407,11459,151,110
"Tcon","GO_MF","GOMF_MAP_KINASE_PHOSPHATASE_ACTIVITY","up",1.82440388,0.0533227218,0.0287124035,12,1407,11459,151,110
"Tcon","GO_MF","GOMF_SERINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY","up",1.76096912,0.0537464122,0.0290787833,29,1407,11459,151,110
"Tcon","GO_MF","GOMF_CADHERIN_BINDING","up",1.43375512,0.0538841968,0.029387105,258,1407,11459,151,110
"Tcon","GO_MF","GOMF_INTEGRIN_BINDING","up",1.61461355,0.0538841968,0.0295400054,78,1407,11459,151,110
"Tcon","GO_MF","GOMF_PROTEIN_TYROSINE_SERINE_THREONINE_PHOSPHATASE_ACTIVITY","up",1.79845895,0.0538841968,0.0296146563,20,1407,11459,151,110
"Tcon","GO_MF","GOMF_SH3_DOMAIN_BINDING","up",1.60612681,0.0558306603,0.030487079,85,1407,11459,151,110
"Tcon","GO_MF","GOMF_MOLECULAR_SEQUESTERING_ACTIVITY","up",1.63736425,0.0566301714,0.0310950989,64,1407,11459,151,110
"Tcon","GO_MF","GOMF_CYCLIN_DEPENDENT_PROTEIN_SERINE_THREONINE_KINASE_INHIBITOR_ACTIVITY","up",1.80562671,0.0574055326,0.0316651517,13,1407,11459,151,110
"Tcon","GO_MF","GOMF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_BINDING","up",1.71287069,0.0577191303,0.0319601594,5,1407,11459,151,110
"Tcon","GO_MF","GOMF_MAP_KINASE_TYROSINE_SERINE_THREONINE_PHOSPHATASE_ACTIVITY","up",1.79650613,0.0586450647,0.0324311062,11,1407,11459,151,110
"Tcon","GO_MF","GOMF_CCR5_CHEMOKINE_RECEPTOR_BINDING","up",1.70972836,0.0600305657,0.0331672589,5,1407,11459,151,110
"Tcon","GO_MF","GOMF_CELL_ADHESION_MEDIATOR_ACTIVITY","up",1.67579589,0.0600305657,0.0332607274,49,1407,11459,151,110
"Tcon","GO_MF","GOMF_KINASE_INHIBITOR_ACTIVITY","up",1.59371941,0.0612263547,0.0338794384,83,1407,11459,151,110
"Tcon","GO_MF","GOMF_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY","up",1.35761088,0.062351317,0.0345037738,395,1407,11459,151,110
"Tcon","GO_MF","GOMF_GALACTOSYLTRANSFERASE_ACTIVITY","up",1.78406772,0.062351317,0.0346498219,19,1407,11459,151,110
"Tcon","GO_MF","GOMF_PRE_MRNA_BINDING","down",-1.71393399,0.0648685107,0.0359181035,33,1407,11459,151,110
"Tcon","GO_MF","GOMF_TRANSCRIPTION_REGULATOR_ACTIVATOR_ACTIVITY","up",1.77829255,0.0649891886,0.0360190966,10,1407,11459,151,110
"Tcon","GO_MF","GOMF_C_X_C_CHEMOKINE_RECEPTOR_ACTIVITY","up",1.74615549,0.0660773549,0.0369754215,7,1407,11459,151,110
"Tcon","GO_MF","GOMF_TRANSCRIPTION_ELONGATION_FACTOR_ACTIVITY","down",-1.77795691,0.0660773549,0.0370692144,13,1407,11459,151,110
"Tcon","GO_MF","GOMF_CHLORIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY","up",1.68065465,0.0660773549,0.03720782,43,1407,11459,151,110
"Tcon","GO_MF","GOMF_PHOSPHOLIPASE_C_ACTIVITY","up",1.7731761,0.0660773549,0.037308884,17,1407,11459,151,110
"Tcon","GO_MF","GOMF_STEROID_BINDING","up",1.59987446,0.0663784183,0.0376406253,69,1407,11459,151,110
"Tcon","GO_MF","GOMF_ASPARTIC_TYPE_PEPTIDASE_ACTIVITY","up",1.77813057,0.0664519298,0.0378682816,13,1407,11459,151,110
"Tcon","GO_MF","GOMF_CAMP_BINDING","up",1.78077541,0.0677396059,0.0386899637,12,1407,11459,151,110
"Tcon","GO_MF","GOMF_CADHERIN_BINDING_INVOLVED_IN_CELL_CELL_ADHESION","up",1.7762387,0.0686675666,0.0391351144,14,1407,11459,151,110
"Tcon","GO_MF","GOMF_CD4_RECEPTOR_BINDING","up",1.73298552,0.0723831127,0.0409962581,7,1407,11459,151,110
"Tcon","GO_MF","GOMF_CALCIUM_CHANNEL_REGULATOR_ACTIVITY","up",1.69674663,0.0756416725,0.042572154,34,1407,11459,151,110
"Tcon","GO_MF","GOMF_NITRIC_OXIDE_SYNTHASE_BINDING","up",1.72665786,0.0756416725,0.0427297968,7,1407,11459,151,110
"Tcon","GO_MF","GOMF_TRNA_BINDING","down",-1.59106035,0.0760561356,0.0431009593,66,1407,11459,151,110
"Tcon","GO_MF","GOMF_CATALYTIC_ACTIVITY_ACTING_ON_RNA","down",-1.3127142,0.0783228809,0.0443061843,351,1407,11459,151,110
"Tcon","GO_MF","GOMF_GROWTH_FACTOR_RECEPTOR_BINDING","up",1.56855197,0.0788886703,0.0446407916,76,1407,11459,151,110
"Tcon","GO_MF","GOMF_UBIQUITIN_BINDING","up",1.53923899,0.0796261139,0.0451265731,95,1407,11459,151,110
"Tcon","GO_MF","GOMF_TRNA_GUANINE_METHYLTRANSFERASE_ACTIVITY","down",-1.75283897,0.0806840077,0.0457122113,12,1407,11459,151,110
"Tcon","GO_MF","GOMF_ORGANIC_ACID_BINDING","up",1.52961241,0.082212121,0.0465087019,99,1407,11459,151,110
"Tcon","GO_MF","GOMF_AMYLOID_BETA_BINDING","up",1.59327978,0.0828608777,0.046999127,61,1407,11459,151,110
"Tcon","GO_MF","GOMF_DEOXYNUCLEOSIDE_PHOSPHATE_KINASE_ACTIVITY_ATP_AS_PHOSPHATE_DONOR","up",1.69308731,0.0849787595,0.0481027574,6,1407,11459,151,110
"Tcon","GO_MF","GOMF_SNARE_BINDING","up",1.55246007,0.086681864,0.0490527066,77,1407,11459,151,110
"Tcon","GO_MF","GOMF_GROWTH_FACTOR_BINDING","up",1.54551245,0.0875973094,0.0497795066,81,1407,11459,151,110
"Tcon","GO_MF","GOMF_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY","up",1.43023428,0.0875973094,0.0497970737,182,1407,11459,151,110
"Tcon","GO_MF","GOMF_LAMININ_BINDING","up",1.72635875,0.0875973094,0.0498295759,16,1407,11459,151,110
"Tcon","Hallmark","HALLMARK_INTERFERON_GAMMA_RESPONSE","up",2.75117581,1.05236932e-19,1.00492501e-18,183,50,11459,31,38
"Tcon","Hallmark","HALLMARK_IL2_STAT5_SIGNALING","up",2.54183941,1.70253135e-15,2.10911424e-14,176,50,11459,31,38
"Tcon","Hallmark","HALLMARK_INFLAMMATORY_RESPONSE","up",2.57596727,6.48302074e-15,1.41502733e-13,150,50,11459,31,38
"Tcon","Hallmark","HALLMARK_TNFA_SIGNALING_VIA_NFKB","up",2.49960205,6.48302074e-15,1.41502733e-13,179,50,11459,31,38
"Tcon","Hallmark","HALLMARK_ALLOGRAFT_REJECTION","up",2.35791883,6.31418308e-12,1.16700361e-10,170,50,11459,31,38
"Tcon","Hallmark","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","up",2.48476006,4.72949124e-11,8.02892447e-10,106,50,11459,31,38
"Tcon","Hallmark","HALLMARK_COMPLEMENT","up",2.29386059,3.59263904e-10,5.88115011e-09,160,50,11459,31,38
"Tcon","Hallmark","HALLMARK_APOPTOSIS","up",2.28611774,1.44496245e-09,2.34447076e-08,141,50,11459,31,38
"Tcon","Hallmark","HALLMARK_HYPOXIA","up",2.21171713,5.06965797e-09,7.84381545e-08,153,50,11459,31,38
"Tcon","Hallmark","HALLMARK_MTORC1_SIGNALING","up",2.09988915,2.32373083e-08,3.24727214e-07,190,50,11459,31,38
"Tcon","Hallmark","HALLMARK_CHOLESTEROL_HOMEOSTASIS","up",2.38635678,2.3560808e-08,3.56814925e-07,66,50,11459,31,38
"Tcon","Hallmark","HALLMARK_INTERFERON_ALPHA_RESPONSE","up",2.30123852,3.59811149e-08,5.49743462e-07,91,50,11459,31,38
"Tcon","Hallmark","HALLMARK_MITOTIC_SPINDLE","up",1.98504261,3.99062064e-07,4.79411923e-06,186,50,11459,31,38
"Tcon","Hallmark","HALLMARK_P53_PATHWAY","up",1.93264546,2.46579578e-06,2.43432464e-05,170,50,11459,31,38
"Tcon","Hallmark","HALLMARK_COAGULATION","up",2.13920573,3.68600477e-06,3.64120075e-05,77,50,11459,31,38
"Tcon","Hallmark","HALLMARK_IL6_JAK_STAT3_SIGNALING","up",2.14197352,4.79792216e-06,4.87351934e-05,71,50,11459,31,38
"Tcon","Hallmark","HALLMARK_ESTROGEN_RESPONSE_LATE","up",1.93597538,1.98249283e-05,0.000169384014,135,50,11459,31,38
"Tcon","Hallmark","HALLMARK_GLYCOLYSIS","up",1.814571,5.87654972e-05,0.000447272657,164,50,11459,31,38
"Tcon","Hallmark","HALLMARK_KRAS_SIGNALING_UP","up",1.78326548,0.000370497953,0.00212575231,138,50,11459,31,38
"Tcon","Hallmark","HALLMARK_XENOBIOTIC_METABOLISM","up",1.73131489,0.000644662197,0.0035947368,135,50,11459,31,38
"Tcon","Hallmark","HALLMARK_MYC_TARGETS_V1","down",-1.61066375,0.000872585865,0.00468178796,192,50,11459,31,38
"Tcon","Hallmark","HALLMARK_G2M_CHECKPOINT","up",1.56972799,0.00251725561,0.0108477796,183,50,11459,31,38
"Tcon","Hallmark","HALLMARK_PI3K_AKT_MTOR_SIGNALING","up",1.68169684,0.00296948026,0.0125114524,94,50,11459,31,38
"Tcon","Hallmark","HALLMARK_UV_RESPONSE_UP","up",1.61055289,0.00386254228,0.0153505915,125,50,11459,31,38
"Tcon","Hallmark","HALLMARK_TGF_BETA_SIGNALING","up",1.75192183,0.00469985795,0.0185071039,49,50,11459,31,38
"Tcon","Hallmark","HALLMARK_HEME_METABOLISM","up",1.55242993,0.00522481339,0.0208568029,155,50,11459,31,38
"Tcon","Hallmark","HALLMARK_E2F_TARGETS","up",1.50248674,0.00522481339,0.0212840117,195,50,11459,31,38
"Tcon","Hallmark","HALLMARK_ADIPOGENESIS","up",1.52300925,0.00610438098,0.0246830856,165,50,11459,31,38
"Tcon","Hallmark","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","up",1.69649386,0.0079732777,0.0303854115,45,50,11459,31,38
"Tcon","Hallmark","HALLMARK_MYC_TARGETS_V2","down",-1.61257152,0.0117820897,0.0414953349,57,50,11459,31,38
"Tcon","Hallmark","HALLMARK_PEROXISOME","up",1.56284507,0.0117820897,0.0421872365,87,50,11459,31,38
"Tcon","KEGG","KEGG_RIBOSOME","down",-3.64572091,1.57590728e-38,2.44031372e-37,85,185,11459,60,62
"Tcon","KEGG","KEGG_CHEMOKINE_SIGNALING_PATHWAY","up",2.3029782,8.95818429e-09,1.19661313e-08,135,185,11459,60,62
"Tcon","KEGG","KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION","up",2.27780419,8.95818429e-09,1.55572367e-08,150,185,11459,60,62
"Tcon","KEGG","KEGG_ASTHMA","up",2.5175605,5.85852579e-08,1.19848739e-07,21,185,11459,60,62
"Tcon","KEGG","KEGG_ALLOGRAFT_REJECTION","up",2.52598211,5.85852579e-08,1.25131122e-07,34,185,11459,60,62
"Tcon","KEGG","KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION","up",2.33666302,6.41929326e-07,1.32620178e-06,61,185,11459,60,62
"Tcon","KEGG","KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS","up",2.4251097,6.41929326e-07,1.35437383e-06,38,185,11459,60,62
"Tcon","KEGG","KEGG_AUTOIMMUNE_THYROID_DISEASE","up",2.39482271,1.63367724e-06,3.45951629e-06,34,185,11459,60,62
"Tcon","KEGG","KEGG_ENDOCYTOSIS","up",2.05403186,2.2783054e-06,5.03385878e-06,150,185,11459,60,62
"Tcon","KEGG","KEGG_TYPE_I_DIABETES_MELLITUS","up",2.36510336,2.2783054e-06,5.49102989e-06,35,185,11459,60,62
"Tcon","KEGG","KEGG_LYSOSOME","up",2.07461145,3.29847184e-06,8.26250154e-06,109,185,11459,60,62
"Tcon","KEGG","KEGG_GRAFT_VERSUS_HOST_DISEASE","up",2.34525363,3.64206904e-06,9.63381033e-06,34,185,11459,60,62
"Tcon","KEGG","KEGG_VIRAL_MYOCARDITIS","up",2.21830647,5.8075772e-06,1.53244152e-05,55,185,11459,60,62
"Tcon","KEGG","KEGG_LEISHMANIA_INFECTION","up",2.18130592,2.039746e-05,4.8861922e-05,64,185,11459,60,62
"Tcon","KEGG","KEGG_CELL_ADHESION_MOLECULES_CAMS","up",2.11347208,2.11889269e-05,5.30641611e-05,81,185,11459,60,62
"Tcon","KEGG","KEGG_REGULATION_OF_ACTIN_CYTOSKELETON","up",1.92248033,2.39818115e-05,6.23809499e-05,140,185,11459,60,62
"Tcon","KEGG","KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION","up",2.1961152,4.64519834e-05,0.000115908617,37,185,11459,60,62
"Tcon","KEGG","KEGG_PRION_DISEASES","up",2.17397822,0.000144752286,0.000318949855,23,185,11459,60,62
"Tcon","KEGG","KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM","up",2.08727262,0.000204011183,0.00044379796,43,185,11459,60,62
"Tcon","KEGG","KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY","up",1.9717618,0.000229154982,0.000506024365,80,185,11459,60,62
"Tcon","KEGG","KEGG_PROTEASOME","up",2.10454886,0.000258954176,0.000588872368,41,185,11459,60,62
"Tcon","KEGG","KEGG_DORSO_VENTRAL_AXIS_FORMATION","up",2.10372621,0.000455406616,0.000972694206,15,185,11459,60,62
"Tcon","KEGG","KEGG_DILATED_CARDIOMYOPATHY","up",2.02538247,0.000680258271,0.0013895574,45,185,11459,60,62
"Tcon","KEGG","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY","up",1.91463502,0.000797028133,0.00164561178,66,185,11459,60,62
"Tcon","KEGG","KEGG_NEUROTROPHIN_SIGNALING_PATHWAY","up",1.81501376,0.000832674116,0.00176148514,107,185,11459,60,62
"Tcon","KEGG","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS","up",1.87553281,0.00109183599,0.0022954983,80,185,11459,60,62
"Tcon","KEGG","KEGG_PANCREATIC_CANCER","up",1.86233837,0.00200605324,0.00395626486,63,185,11459,60,62
"Tcon","KEGG","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","up",1.78220864,0.00230604308,0.00450054442,98,185,11459,60,62
"Tcon","KEGG","KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY","up",1.7635033,0.0027523949,0.00528211539,100,185,11459,60,62
"Tcon","KEGG","KEGG_APOPTOSIS","up",1.78603256,0.00282850522,0.00569305388,78,185,11459,60,62
"Tcon","KEGG","KEGG_PATHWAYS_IN_CANCER","up",1.57575747,0.00282850522,0.00569305388,228,185,11459,60,62
"Tcon","KEGG","KEGG_MAPK_SIGNALING_PATHWAY","up",1.62189005,0.00297287453,0.00606227013,190,185,11459,60,62
"Tcon","KEGG","KEGG_RENAL_CELL_CARCINOMA","up",1.81363166,0.00318894041,0.00654449283,60,185,11459,60,62
"Tcon","KEGG","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","up",1.82011502,0.00350469204,0.00724067771,53,185,11459,60,62
"Tcon","KEGG","KEGG_OOCYTE_MEIOSIS","up",1.73373421,0.00417858243,0.00850907562,87,185,11459,60,62
"Tcon","KEGG","KEGG_JAK_STAT_SIGNALING_PATHWAY","up",1.70463896,0.00417858243,0.00856401797,100,185,11459,60,62
"Tcon","KEGG","KEGG_FOCAL_ADHESION","up",1.67019728,0.00472962797,0.00971631328,126,185,11459,60,62
"Tcon","KEGG","KEGG_PPAR_SIGNALING_PATHWAY","up",1.86276365,0.00472962797,0.00979957491,42,185,11459,60,62
"Tcon","KEGG","KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY","up",1.84926061,0.00542114862,0.0111263943,37,185,11459,60,62
