population,tf,network_symbol,matrix_symbol,mor,resolution,focus_tf
Tcon,CEBPA,COP1,RFWD2,1,accepted,FALSE
Tcon,CREB1,COP1,RFWD2,1,accepted,TRUE
Tcon,NCOA2,KMT5B,SUV420H1,1,accepted,FALSE
Tcon,NR3C1,BMAL1,ARNTL,1,accepted,FALSE
Tcon,HBP1,H1-2,HIST1H1C,1,accepted,FALSE
Tcon,ESR1,DNAAF4,DYX1C1,1,accepted,FALSE
Tcon,ESR2,DNAAF4,DYX1C1,1,accepted,FALSE
Tcon,PPARA,H2BC11,HIST1H2BJ,1,accepted,FALSE
Tcon,SPI1,JCHAIN,IGJ,1,accepted,FALSE
Tcon,MEF2A,JCHAIN,IGJ,1,accepted,FALSE
Tcon,TCF3,JCHAIN,IGJ,1,accepted,FALSE
Tcon,MAF,TSPOAP1,BZRAP1,1,accepted,FALSE
Tcon,ESR1,H2AZ1,H2AFZ,1,accepted,FALSE
Tcon,MAF,ADGRE1,EMR1,1,accepted,FALSE
Tcon,SRF,OGA,MGEA5,1,accepted,FALSE
Tcon,NFE2L2,PRKN,PARK2,1,accepted,FALSE
Tcon,PPARG,TAFAZZIN,TAZ,1,accepted,FALSE
Tcon,MTA1,COP1,RFWD2,1,accepted,FALSE
Tcon,PRDM1,TSPOAP1,BZRAP1,1,accepted,FALSE
Tcon,POU5F1,PRKN,PARK2,1,accepted,FALSE
Tcon,IRF2,RIGI,DDX58,1,accepted,FALSE
Tcon,RELA,TAFAZZIN,TAZ,1,accepted,FALSE
Tcon,KLF10,BMAL1,ARNTL,-1,accepted,FALSE
Tcon,ZBTB4,COQ8A,ADCK3,1,accepted,FALSE
Tcon,ATF6,PRKN,PARK2,1,accepted,FALSE
Tcon,PPARG,TRARG1,TUSC5,1,accepted,FALSE
Tcon,NCOA2,BMAL1,ARNTL,1,accepted,FALSE
Tcon,FOXN1,H2AZ1,H2AFZ,1,accepted,FALSE
Tcon,KAT5,H2AZ1,H2AFZ,1,accepted,FALSE
Tcon,NSD2,NSD3,WHSC1L1,1,accepted,FALSE
Tcon,JUN,PRKN,PARK2,-1,accepted,FALSE
Tcon,TFCP2,H1-2,HIST1H1C,1,accepted,FALSE
Tcon,JUN,OGA,MGEA5,1,accepted,FALSE
Tcon,ID2,BMAL1,ARNTL,1,accepted,FALSE
Tcon,TP53,TIGAR,C12orf5,1,accepted,FALSE
Tcon,MYOD1,SELENOW,SEPW1,1,accepted,FALSE
Tcon,LEF1,MRE11,MRE11A,1,accepted,FALSE
Tcon,NANOG,MARCHF7,MARCH7,1,accepted,FALSE
Tcon,RXRA,BMAL1,ARNTL,1,accepted,FALSE
Tcon,ATF4,PRKN,PARK2,1,accepted,FALSE
Tcon,GATA2,COP1,RFWD2,1,accepted,FALSE
Tcon,GATA2,PRKN,PARK2,1,accepted,FALSE
Tcon,HSF1,PHB1,PHB,1,accepted,TRUE
Tcon,TP53,PIERCE1,C9orf116,1,accepted,FALSE
Tcon,POU2F2,H2BC11,HIST1H2BJ,1,accepted,FALSE
Tcon,AR,OGA,MGEA5,1,accepted,FALSE
Tcon,NR2F1,CIP2A,KIAA1524,1,accepted,FALSE
Tcon,HNF1A,CIP2A,KIAA1524,1,accepted,FALSE
Tcon,TP53,KIFBP,KIAA1279,1,accepted,FALSE
Tcon,RELA,KMT5C,SUV420H2,1,accepted,FALSE
Tcon,JUN,COP1,RFWD2,1,accepted,FALSE
Tcon,HIF1A,ATP5IF1,ATPIF1,1,accepted,TRUE
Tcon,NFATC1,OGA,MGEA5,1,accepted,FALSE
Tcon,ETS1,TMEM131L,KIAA0922,1,accepted,FALSE
Tcon,JUN,H1-2,HIST1H1C,1,accepted,FALSE
Tcon,TP53,H2BC11,HIST1H2BJ,1,accepted,FALSE
Tcon,FOXP3,H1-5,HIST1H1B,1,accepted,FALSE
Tcon,DDIT3,H3-3A,H3F3A,1,accepted,FALSE
Tcon,MBD2,ADGRB1,BAI1,1,accepted,FALSE
Tcon,SP1,TIGAR,C12orf5,1,accepted,FALSE
Tcon,PDX1,OGA,MGEA5,1,accepted,FALSE
Tcon,AIRE,TSPOAP1,BZRAP1,1,accepted,FALSE
Tcon,TP53,H1-2,HIST1H1C,1,accepted,FALSE
Tcon,NFE2L2,TLE5,AES,1,accepted,FALSE
Tcon,MYC,H2AZ1,H2AFZ,1,accepted,FALSE
Tcon,TP53,KMT5A,SETD8,1,accepted,FALSE
Tcon,TP63,KMT5A,SETD8,1,accepted,FALSE
Tcon,AR,JPT1,HN1,1,accepted,FALSE
Tcon,JUND,OGA,MGEA5,1,accepted,FALSE
Tcon,NFE2,OGA,MGEA5,1,accepted,FALSE
Tcon,TP53,DCAF1,VPRBP,1,accepted,FALSE
Tcon,CTCF,H2AZ1,H2AFZ,1,accepted,FALSE
Tcon,NKX3-1,SELENOH,C11orf31,1,accepted,FALSE
Tcon,FOSB,OGA,MGEA5,1,accepted,FALSE
Tcon,ARX,PLPP1,PPAP2A,1,accepted,FALSE
Tcon,EBF3,PLPP1,PPAP2A,1,accepted,FALSE
Tcon,EGR1,PLPP1,PPAP2A,1,accepted,FALSE
Tcon,ETS2,PLPP1,PPAP2A,1,accepted,FALSE
Tcon,NR0B1,PRKN,PARK2,1,accepted,FALSE
Tcon,LEF1,H2AX,H2AFX,1,accepted,FALSE
Tcon,CEBPA,TWNK,C10orf2,1,accepted,FALSE
Tcon,TP53,RIGI,DDX58,1,accepted,FALSE
Tcon,SPI1,TOMM70,TOMM70A,1,accepted,FALSE
Tcon,ZNF699,TOMM70,TOMM70A,1,accepted,FALSE
Tcon,MYB,ERBIN,ERBB2IP,1,accepted,FALSE
Tcon,FOXP4,TSPOAP1,BZRAP1,-1,accepted,FALSE
Tcon,ATRX,H3-3A,H3F3A,1,accepted,FALSE
Tcon,EGR1,CAVIN1,PTRF,-1,accepted,FALSE
Tcon,ELK1,TMEM131L,KIAA0922,1,accepted,FALSE
Tcon,SP1,CEP131,AZI1,1,accepted,FALSE
Tcon,TP63,H2AZ1,H2AFZ,1,accepted,FALSE
Tcon,HIF1A,TIGAR,C12orf5,1,accepted,TRUE
Tcon,E2F4,KIFBP,KIAA1279,-1,accepted,FALSE
Tcon,E2F6,KIFBP,KIAA1279,-1,accepted,FALSE
Tcon,HEY1,H2BC11,HIST1H2BJ,1,accepted,FALSE
Tcon,NR1H4,ATP5F1A,ATP5A1,1,accepted,FALSE
Tcon,SRY,SGF29,CCDC101,1,accepted,FALSE
Tcon,REL,RACK1,GNB2L1,1,accepted,TRUE
Tcon,NRF1,RETREG3,FAM134C,1,accepted,FALSE
Tcon,NFYA,BMAL1,ARNTL,1,accepted,FALSE
Tcon,SP1,BMAL1,ARNTL,1,accepted,FALSE
Tcon,CREB1,TIGAR,C12orf5,1,accepted,TRUE
Tcon,EZH2,KIFBP,KIAA1279,1,accepted,FALSE
Tcon,MTA1,BMAL1,ARNTL,1,accepted,FALSE
Tcon,PPARA,ADSS2,ADSS,1,accepted,FALSE
Tcon,PPARG,ADSS2,ADSS,1,accepted,FALSE
Tcon,EZH2,H2BC11,HIST1H2BJ,1,accepted,FALSE
Tcon,BMAL1,CIART,C1orf51,1,accepted,FALSE
Tcon,CLOCK,CIART,C1orf51,1,accepted,FALSE
Tcon,LEF1,PRKN,PARK2,1,accepted,FALSE
Tcon,RFX1,ADGRG1,GPR56,1,accepted,FALSE
Tcon,MEF2C,OGA,MGEA5,1,accepted,FALSE
Tcon,NCOA1,OGA,MGEA5,1,accepted,FALSE
Tcon,YY1,PRKN,PARK2,1,accepted,FALSE
Tcon,AR,KMT5A,SETD8,1,accepted,FALSE
Tcon,TCF12,KMT5A,SETD8,1,accepted,FALSE
Tcon,PPARG,PLPP1,PPAP2A,1,accepted,FALSE
Tcon,ETS2,PLAAT3,PLA2G16,1,accepted,FALSE
Tcon,TP53,PLAAT3,PLA2G16,1,accepted,FALSE
Tcon,MYC,KMT5B,SUV420H1,1,accepted,FALSE
Tcon,JUN,KIFBP,KIAA1279,1,accepted,FALSE
Tcon,RELA,CFAP20,C16orf80,1,accepted,FALSE
Tcon,REL,TSPOAP1,BZRAP1,1,accepted,TRUE
Tcon,POU2F2,TSPOAP1,BZRAP1,1,accepted,FALSE
Tcon,RARA,BABAM2,BRE,1,accepted,FALSE
Tcon,NR3C1,H1-2,HIST1H1C,1,accepted,FALSE
Tcon,PAX5,JCHAIN,IGJ,1,accepted,FALSE
Tcon,ESR1,ELP1,IKBKAP,1,accepted,FALSE
Tcon,THRA,ELP1,IKBKAP,1,accepted,FALSE
Tcon,VDR,ELP1,IKBKAP,1,accepted,FALSE
Tcon,PRRX1,ACP3,ACPP,1,accepted,FALSE
Tcon,TSC22D1,SRPRA,SRPR,1,accepted,FALSE
Tcon,MEF2C,JCHAIN,IGJ,1,accepted,FALSE
Tcon,TADA2A,CFAP20,C16orf80,1,accepted,FALSE
Tcon,TBP,CFAP20,C16orf80,1,accepted,FALSE
Tcon,ATF1,H4C9,HIST1H4I,1,accepted,FALSE
Tcon,E2F1,H4C9,HIST1H4I,1,accepted,FALSE
Tcon,E2F1,H2BC11,HIST1H2BJ,1,accepted,FALSE
Tcon,E2F4,H2AC4,HIST1H2AB,1,accepted,FALSE
Tcon,E2F4,H3C12,HIST1H3J,1,accepted,FALSE
Tcon,E2F4,H4C9,HIST1H4I,1,accepted,FALSE
Tcon,E2F4,H2AC17,HIST1H2AM,1,accepted,FALSE
Tcon,E2F4,H2BC11,HIST1H2BJ,1,accepted,FALSE
Tcon,ESR1,ITPRID2,SSFA2,1,accepted,FALSE
Tcon,ESR1,PRUNE1,PRUNE,1,accepted,FALSE
Tcon,ESR1,NOTCH2NLA,NOTCH2NL,1,accepted,FALSE
Tcon,ESR2,FYB1,FYB,1,accepted,FALSE
Tcon,ESR2,NIPSNAP2,GBAS,1,accepted,FALSE
Tcon,ESR2,P3H4,LEPREL4,1,accepted,FALSE
Tcon,ESR2,PRUNE1,PRUNE,1,accepted,FALSE
Tcon,ESR2,NOTCH2NLA,NOTCH2NL,1,accepted,FALSE
Tcon,GABPA,TOMM70,TOMM70A,1,accepted,FALSE
Tcon,GATA3,SEPTIN7,SEPT7,1,accepted,FALSE
Tcon,GATA3,SPART,SPG20,1,accepted,FALSE
Tcon,GATA3,LRMDA,C10orf11,1,accepted,FALSE
Tcon,MYC,ACP3,ACPP,1,accepted,FALSE
Tcon,MYC,PHB1,PHB,1,accepted,FALSE
Tcon,MYC,PTPA,PPP2R4,-1,accepted,FALSE
Tcon,MYC,MTERF1,MTERF,1,accepted,FALSE
Tcon,MYC,H2BC4,HIST1H2BC,1,accepted,FALSE
Tcon,MYC,H4C9,HIST1H4I,1,accepted,FALSE
Tcon,MYC,RIDA,HRSP12,1,accepted,FALSE
Tcon,MYC,DMAC2L,ATP5S,1,accepted,FALSE
Tcon,MYCN,MRE11,MRE11A,1,accepted,FALSE
Tcon,MYCN,PHB1,PHB,1,accepted,FALSE
Tcon,SP1,H2AZ1,H2AFZ,1,accepted,FALSE
Tcon,SP1,H4C9,HIST1H4I,1,accepted,FALSE
Tcon,TP53,H3C12,HIST1H3J,1,accepted,FALSE
Tcon,TP53,RACK1,GNB2L1,1,accepted,FALSE
Tcon,TP53,ATOSB,FAM214B,1,accepted,FALSE
Tcon,TP63,BMAL1,ARNTL,1,accepted,FALSE
Tcon,TP63,LRMDA,C10orf11,1,accepted,FALSE
Tcon,TP63,NOTCH2NLA,NOTCH2NL,1,accepted,FALSE
Tcon,NR1I2,PATJ,INADL,1,accepted,FALSE
Tcon,NR1I2,PCLAF,KIAA0101,1,accepted,FALSE
Tcon,NR1I2,PRXL2A,FAM213A,1,accepted,FALSE
Tcon,NR1I2,DNAAF4,DYX1C1,1,accepted,FALSE
Tcon,NR1I2,EEF2KMT,FAM86A,1,accepted,FALSE
Tcon,AR,SEPTIN7,SEPT7,-1,accepted,FALSE
Tcon,ATF3,KIFBP,KIAA1279,1,accepted,TRUE
Tcon,EGR1,HYAL1,NAT6,1,accepted,FALSE
Tcon,ERG,H4C9,HIST1H4I,1,accepted,FALSE
Tcon,ETS1,EMSY,C11orf30,1,accepted,FALSE
Tcon,ETV4,GBA1,GBA,1,accepted,FALSE
Tcon,GLI1,H2AX,H2AFX,-1,accepted,FALSE
Tcon,GLI2,H2AX,H2AFX,-1,accepted,FALSE
Tcon,HDAC1,PHB1,PHB,-1,accepted,FALSE
Tcon,HDAC4,PTPA,PPP2R4,1,accepted,FALSE
Tcon,MECP2,DLX5,SHFM1,-1,accepted,FALSE
Tcon,NFIC,GUCY1B1,GUCY1B3,1,accepted,FALSE
Tcon,NFKB1,HYAL1,NAT6,1,accepted,TRUE
Tcon,NR4A1,BABAM2,BRE,-1,accepted,FALSE
Tcon,POU5F1,DLX5,SHFM1,-1,accepted,FALSE
Tcon,PPARG,ERO1A,ERO1L,1,accepted,FALSE
Tcon,PRDM2,KMT5A,SETD8,1,accepted,FALSE
Tcon,RELA,HYAL1,NAT6,1,accepted,FALSE
Tcon,SETBP1,PTPA,PPP2R4,-1,accepted,FALSE
Tcon,SIM2,PRKN,PARK2,1,accepted,FALSE
Tcon,SP1,GRK2,ADRBK1,1,accepted,FALSE
Tcon,SP1,HYAL1,NAT6,-1,accepted,FALSE
Tcon,TP53,ADGRB1,BAI1,1,accepted,FALSE
Tcon,TP53,PTPA,PPP2R4,-1,accepted,FALSE
Tcon,TP53,BLTP3A,UHRF1BP1,1,accepted,FALSE
Tcon,TRIM25,RIGI,DDX58,1,accepted,FALSE
Tcon,USF2,ATP5F1A,ATP5A1,1,accepted,FALSE
Tcon,VDR,PHB1,PHB,1,accepted,FALSE
Tcon,VHL,CENPX,STRA13,1,accepted,FALSE
Tcon,WT1,ADGRE5,CD97,1,accepted,FALSE
Tcon,ZIC1,TLCD3A,FAM57A,1,accepted,FALSE
Tcon,RBPJ,ATP5PD,ATP5H,-1,accepted,FALSE
Tcon,GLI1,LHFPL6,LHFP,1,accepted,FALSE
Tcon,GLI1,SEPTIN7,SEPT7,1,accepted,FALSE
Tcon,GLI1,SKIC8,WDR61,-1,accepted,FALSE
Tcon,CREB1,CARS1,CARS,1,accepted,TRUE
Tcon,CTNNB1,CRYBG1,AIM1,1,accepted,FALSE
Tcon,CTNNB1,HYCC1,FAM126A,-1,accepted,FALSE
Tcon,GLI2,DLX5,SHFM1,-1,accepted,FALSE
Tcon,GLI2,SPART,SPG20,1,accepted,FALSE
Tcon,FOXO1,NOCT,CCRN4L,1,accepted,FALSE
Tcon,FOXO1,TCAF1,FAM115A,1,accepted,FALSE
Tcon,FOXO1,RACK1,GNB2L1,1,accepted,FALSE
Tcon,FOXO1,MRC1,MRC1L1,1,accepted,FALSE
Tcon,FOXO1,RARS1,RARS,1,accepted,FALSE
Tcon,TP53,PIDD1,PIDD,1,accepted,FALSE
Tcon,MYC,CRYBG1,AIM1,1,accepted,FALSE
Tcon,MYC,GCN1,GCN1L1,-1,accepted,FALSE
Tcon,HNF1A,MIA2,CTAGE5,1,accepted,FALSE
Tcon,YY1,PTPA,PPP2R4,1,accepted,FALSE
Tcon,E2F1,H2AC17,HIST1H2AM,1,accepted,FALSE
Tcon,ETS1,PTPA,PPP2R4,1,accepted,FALSE
Tcon,HBP1,H1-5,HIST1H1B,1,accepted,FALSE
Tcon,SPI1,FCGR1BP,FCGR1B,1,accepted,FALSE
Tcon,SPI1,MRC1,MRC1L1,1,accepted,FALSE
Tcon,RB1,H1-5,HIST1H1B,1,accepted,FALSE
Tcon,RARB,PLAAT4,RARRES3,1,accepted,FALSE
Tcon,DDIT3,ERO1A,ERO1L,1,accepted,FALSE
Tcon,PGR,HYAL1,NAT6,-1,accepted,FALSE
Tcon,GATA3,POLR1F,TWISTNB,1,accepted,FALSE
Tcon,MTA3,POLR1F,TWISTNB,1,accepted,FALSE
Tcon,PPARG,BMAL1,ARNTL,1,accepted,FALSE
Tcon,ATF4,CARS1,CARS,1,accepted,FALSE
Tcon,ATF4,LARS1,LARS,1,accepted,FALSE
Tcon,ATF4,NARS1,NARS,1,accepted,FALSE
Tcon,ATF4,IARS1,IARS,1,accepted,FALSE
Tcon,PPARGC1A,BMAL1,ARNTL,1,accepted,FALSE
Tcon,STAT6,MRC1,MRC1L1,1,accepted,FALSE
Tcon,RORC,BMAL1,ARNTL,1,accepted,FALSE
Tcon,RORB,BMAL1,ARNTL,1,accepted,FALSE
Tcon,TBX22,DLX5,SHFM1,-1,accepted,FALSE
Tcon,NR1D2,BMAL1,ARNTL,-1,accepted,FALSE
Tcon,CUX1,H3C13,HIST2H3D,-1,accepted,FALSE
Tcon,DLX1,DLX5,SHFM1,-1,accepted,FALSE
Tcon,DLX2,DLX5,SHFM1,1,accepted,FALSE
Tcon,E2F1,H2AC4,HIST1H2AB,1,accepted,FALSE
Tcon,ELF4,DLX5,SHFM1,-1,accepted,FALSE
Tcon,EPAS1,BMAL1,ARNTL,1,accepted,TRUE
Tcon,ESR1,ACP3,ACPP,1,accepted,FALSE
Tcon,ESR2,ACP3,ACPP,1,accepted,FALSE
Tcon,HBP1,H1-0,H1F0,1,accepted,FALSE
Tcon,IRF1,PLAAT3,PLA2G16,1,accepted,FALSE
Tcon,LHX2,PLAAT4,RARRES3,1,accepted,FALSE
Tcon,MEF2A,MYL11,MYLPF,1,accepted,FALSE
Tcon,MEF2C,DLX5,SHFM1,1,accepted,FALSE
Tcon,MEF2C,ADSS1,ADSSL1,1,accepted,FALSE
Tcon,MITF,SLC45A2,AIM1,1,accepted,FALSE
Tcon,MSX2,DLX5,SHFM1,-1,accepted,FALSE
Tcon,NFATC4,ADSS1,ADSSL1,1,accepted,FALSE
Tcon,PAX2,PLAAT4,RARRES3,1,accepted,FALSE
Tcon,PGR,ACP3,ACPP,1,accepted,FALSE
Tcon,PPARD,GPAT4,AGPAT6,1,accepted,FALSE
Tcon,PPARG,MRC1,MRC1L1,1,accepted,FALSE
Tcon,PPARG,KMT5A,SETD8,1,accepted,FALSE
Tcon,PPARG,NOCT,CCRN4L,1,accepted,FALSE
Tcon,PPARG,GPAT4,AGPAT6,1,accepted,FALSE
Tcon,SP1,H3-3A,H3F3A,1,accepted,FALSE
Tcon,TP73,PLPP1,PPAP2A,1,accepted,FALSE
Tcon,WT1,CNOT9,RQCD1,1,accepted,FALSE
Tcon,YY1,ATP5F1A,ATP5A1,1,accepted,FALSE
Tcon,CREB1,PTPA,PPP2R4,1,accepted,TRUE
Tcon,SP1,PTPA,PPP2R4,1,accepted,FALSE
Tcon,SP3,PTPA,PPP2R4,1,accepted,FALSE
Tcon,TFAP2A,PTPA,PPP2R4,1,accepted,FALSE
Tcon,PPARA,PLPP1,PPAP2A,1,accepted,FALSE
Tcon,CREB1,STING1,TMEM173,1,accepted,TRUE
Tcon,CUX1,H4C9,HIST1H4I,-1,accepted,FALSE
Tcon,MYC,STING1,TMEM173,1,accepted,FALSE
Tcon,ASCL1,DLX5,SHFM1,1,accepted,FALSE
Tcon,SP1,NECTIN2,PVRL2,1,accepted,FALSE
Tcon,EGR4,DLX5,SHFM1,1,accepted,FALSE
Tcon,SP3,NECTIN2,PVRL2,1,accepted,FALSE
Tcon,AR,ACP3,ACPP,1,accepted,FALSE
Tcon,AR,SUSD6,KIAA0247,1,accepted,FALSE
Tcon,TP53,ADGRB2,BAI2,1,accepted,FALSE
Tcon,CTCF,NCBP3,C17orf85,1,accepted,FALSE
Tcon,CTCF,PTPA,PPP2R4,1,accepted,FALSE
Tcon,YY1,HACD2,PTPLB,1,accepted,FALSE
Tcon,YY1,NARS1,NARS,1,accepted,FALSE
Tcon,E2F4,CFAP20,C16orf80,1,accepted,FALSE
Tcon,NFKB,HACD3,PTPLAD1,1,accepted,FALSE
Tcon,NFKB,TSPOAP1,BZRAP1,1,accepted,FALSE
Tcon,AP1,TSPOAP1,BZRAP1,1,accepted,FALSE
Tcon,AP1,KIFBP,KIAA1279,1,accepted,FALSE
Tcon,AP1,OGA,MGEA5,1,accepted,FALSE
Tcon,NFKB,KIFBP,KIAA1279,1,accepted,FALSE
Tcon,NFKB,ECRG4,C2orf40,1,accepted,FALSE
Tcon,NFKB,CERT1,COL4A3BP,1,accepted,FALSE
Tcon,NFKB,SELENOS,VIMP,1,accepted,FALSE
Tcon,NFKB,KMT5C,SUV420H2,1,accepted,FALSE
Tcon,AP1,ELP1,IKBKAP,1,accepted,FALSE
Tcon,NFKB,OGA,MGEA5,1,accepted,FALSE
Tcon,NFKB,PRKN,PARK2,1,accepted,FALSE
Tcon,AP1,BABAM2,BRE,1,accepted,FALSE
CD8,USF1,JCHAIN,IGJ,1,accepted,FALSE
CD8,BHLHE40,CENPX,STRA13,1,accepted,FALSE
CD8,DBP,BMAL1,ARNTL,1,accepted,FALSE
CD8,TFAP2A,H3C13,HIST2H3D,1,accepted,FALSE
CD8,YY1,H3C13,HIST2H3D,1,accepted,FALSE
CD8,IRF2,H4C9,HIST1H4I,1,accepted,FALSE
CD8,SMARCA1,H2AZ1,H2AFZ,1,accepted,FALSE
CD8,KAT7,OGA,MGEA5,1,accepted,FALSE
CD8,RELA,OGA,MGEA5,1,accepted,FALSE
CD8,BMAL1,BMAL1,ARNTL,1,accepted,FALSE
CD8,NPAS2,BMAL1,ARNTL,1,accepted,FALSE
CD8,BMAL2,TSPOAP1,BZRAP1,1,accepted,FALSE
CD8,SP1,PLAAT3,PLA2G16,1,accepted,FALSE
CD8,SP3,PLAAT3,PLA2G16,1,accepted,FALSE
CD8,MYC,RIOX2,MINA,1,accepted,FALSE
CD8,OSR1,PRKN,PARK2,1,accepted,FALSE
CD8,CREB1,MRM3,RNMTL1,1,accepted,TRUE
CD8,CREB1,NOCT,CCRN4L,1,accepted,TRUE
CD8,BHLHE40,BMAL1,ARNTL,1,accepted,FALSE
CD8,BHLHE41,BMAL1,ARNTL,1,accepted,FALSE
CD8,RUNX2,TAFAZZIN,TAZ,1,accepted,FALSE
CD8,SSRP1,TAFAZZIN,TAZ,1,accepted,FALSE
CD8,KDM5D,COP1,RFWD2,1,accepted,FALSE
CD8,PGR,H1-2,HIST1H1C,1,accepted,FALSE
CD8,BHLHE41,CENPX,STRA13,1,accepted,FALSE
CD8,SP1,CENPX,STRA13,1,accepted,FALSE
CD8,ZBED1,H1-2,HIST1H1C,1,accepted,FALSE
CD8,CLOCK,BMAL1,ARNTL,-1,accepted,FALSE
CD8,TBP,H1-2,HIST1H1C,1,accepted,FALSE
CD8,CLOCK,NOCT,CCRN4L,1,accepted,FALSE
CD8,ALX1,OGA,MGEA5,1,accepted,FALSE
CD8,AR,RACK1,GNB2L1,1,accepted,FALSE
CD8,POU2F1,H2BC11,HIST1H2BJ,1,accepted,FALSE
CD8,TP53,PHB1,PHB,1,accepted,FALSE
CD8,RELA,TSPOAP1,BZRAP1,1,accepted,FALSE
CD8,SP1,ADGRG1,GPR56,1,accepted,FALSE
CD8,SP3,ADGRG1,GPR56,1,accepted,FALSE
CD8,TTF1,TAFAZZIN,TAZ,1,accepted,FALSE
CD8,MYC,PRKN,PARK2,1,accepted,FALSE
CD8,MYCN,PRKN,PARK2,-1,accepted,FALSE
CD8,TP53,COP1,RFWD2,1,accepted,FALSE
CD8,HHEX,TLE5,AES,1,accepted,FALSE
CD8,MSX1,H1-5,HIST1H1B,1,accepted,FALSE
CD8,MYB,CNOT9,RQCD1,1,accepted,FALSE
CD8,SP1,KIFBP,KIAA1279,1,accepted,FALSE
CD8,SP3,KIFBP,KIAA1279,1,accepted,FALSE
CD8,GFI1,TSPOAP1,BZRAP1,1,accepted,FALSE
CD8,JUND,TSPOAP1,BZRAP1,1,accepted,FALSE
CD8,NR1D1,BMAL1,ARNTL,-1,accepted,FALSE
CD8,RORA,BMAL1,ARNTL,1,accepted,FALSE
CD8,DLX5,DLX5,SHFM1,1,accepted,FALSE
CD8,BCL11A,H3C12,HIST1H3J,1,accepted,FALSE
CD8,HNF4A,ADGRG1,GPR56,1,accepted,FALSE
CD8,NCOR1,BMAL1,ARNTL,1,accepted,FALSE
CD8,HIF1A,MMUT,MUT,1,accepted,TRUE
CD8,MYC,MMUT,MUT,1,accepted,FALSE
CD8,SP1,MMUT,MUT,1,accepted,FALSE
CD8,TP53,MMUT,MUT,1,accepted,FALSE
CD8,DLX4,OGA,MGEA5,1,accepted,FALSE
CD8,GRHL3,OGA,MGEA5,1,accepted,FALSE
CD8,KAT5,OGA,MGEA5,1,accepted,FALSE
CD8,MYC,OGA,MGEA5,1,accepted,FALSE
CD8,ESR1,PRKN,PARK2,1,accepted,FALSE
CD8,HAND2,TSPOAP1,BZRAP1,1,accepted,FALSE
CD8,MTF1,SELENOW,SEPW1,1,accepted,FALSE
CD8,CREB1,NECTIN2,PVRL2,1,accepted,TRUE
CD8,FOS,NECTIN2,PVRL2,1,accepted,FALSE
CD8,JUN,NECTIN2,PVRL2,1,accepted,FALSE
CD8,MYC,BMAL1,ARNTL,1,accepted,FALSE
CD8,PPARA,BMAL1,ARNTL,1,accepted,FALSE
CD8,BMAL1,TSPOAP1,BZRAP1,1,accepted,FALSE
CD8,IRF2,OGA,MGEA5,1,accepted,FALSE
CD8,STAT5A,TSPOAP1,BZRAP1,1,accepted,FALSE
CD8,AR,PHB1,PHB,1,accepted,FALSE
CD8,NR0B2,BMAL1,ARNTL,1,accepted,FALSE
CD8,RUNX2,PRKN,PARK2,1,accepted,FALSE
CD8,AR,GRK3,ADRBK2,1,accepted,FALSE
CD8,MYOD1,CFAP410,C21orf2,1,accepted,FALSE
CD8,STAT3,PHB1,PHB,1,accepted,TRUE
CD8,FOXP3,OGA,MGEA5,1,accepted,FALSE
CD8,NKX2-1,CIP2A,KIAA1524,1,accepted,FALSE
CD8,PAX9,CIP2A,KIAA1524,1,accepted,FALSE
CD8,IRF1,RIGI,DDX58,1,accepted,FALSE
CD8,FOXP3,MARCHF7,MARCH7,1,accepted,FALSE
CD8,CREB1,OGA,MGEA5,1,accepted,TRUE
CD8,SMARCA1,OGA,MGEA5,1,accepted,FALSE
CD8,SMARCA5,OGA,MGEA5,1,accepted,FALSE
CD8,TFAP2A,OGA,MGEA5,1,accepted,FALSE
CD8,USF1,OGA,MGEA5,1,accepted,FALSE
CD8,MYB,H2AZ1,H2AFZ,1,accepted,FALSE
CD8,ESR1,PHB1,PHB,1,accepted,FALSE
CD8,TP53,PRKN,PARK2,1,accepted,FALSE
CD8,TBPL1,H1-2,HIST1H1C,1,accepted,FALSE
CD8,HOXD1,GPRASP3,BHLHB9,1,accepted,FALSE
CD8,DLX6,DLX5,SHFM1,1,accepted,FALSE
CD8,TP63,DLX5,SHFM1,1,accepted,FALSE
CD8,SP3,ADGRE5,CD97,1,accepted,FALSE
CD8,SP1,ADGRE5,CD97,1,accepted,FALSE
CD8,GTF2I,DNAAF4,DYX1C1,1,accepted,FALSE
CD8,SFPQ,DNAAF4,DYX1C1,1,accepted,FALSE
CD8,BMAL1,NOCT,CCRN4L,1,accepted,FALSE
CD8,PPARG,PLAAT3,PLA2G16,1,accepted,FALSE
CD8,HR,KIFBP,KIAA1279,1,accepted,FALSE
CD8,NFKB1,KIFBP,KIAA1279,1,accepted,TRUE
CD8,CEBPA,COP1,RFWD2,1,accepted,FALSE
CD8,CREB1,COP1,RFWD2,1,accepted,TRUE
CD8,NCOA2,KMT5B,SUV420H1,1,accepted,FALSE
CD8,NR3C1,BMAL1,ARNTL,1,accepted,FALSE
CD8,HBP1,H1-2,HIST1H1C,1,accepted,FALSE
CD8,ESR1,DNAAF4,DYX1C1,1,accepted,FALSE
CD8,ESR2,DNAAF4,DYX1C1,1,accepted,FALSE
CD8,PPARA,H2BC11,HIST1H2BJ,1,accepted,FALSE
CD8,SPI1,JCHAIN,IGJ,1,accepted,FALSE
