set_name,query_name,population,gate,gse,n_genes,gene,is_seed_gene
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,MALAT1,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,MMP3,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,MT-CO2,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,MT-CO3,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,MT-CYB,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,PTMA,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,RACK1,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,RPL10,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,RPL12,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,RPL17,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,RPL18,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,RPL18A,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,RPL26,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,RPL28,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,RPL29,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,RPL32,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,RPL34,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,RPL39,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,RPL41,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,RPL6,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,RPL8,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,RPLP1,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,RPS14,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,RPS15,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,RPS18,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,RPS19,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,RPS27,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,RPS27A,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,RPS28,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,RPS3,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,RPS4X,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,RPS6,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,RPS7,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,RPS8,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,RPS9,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,SAA1,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,SAT1,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,SOD2,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,TMSB10,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,TMSB4X,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,CD63,TRUE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,GAPDH,TRUE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,LGALS1,TRUE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,MT2A,TRUE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,MYL6,TRUE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,S100A6,TRUE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,TIMP1,TRUE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,VIM,TRUE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,ACTB,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,ACTG1,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,EEF1A1,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,FTH1,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,FTL,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,IGFBP5,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,MALAT1,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,MMP3,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,MT-ATP6,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,MT-CO1,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,MT-CO2,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,MT-CO3,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,MT-CYB,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,MT-ND3,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,MT-ND4,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,NEAT1,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,RPL10,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,RPL12,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,RPL13,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,RPL15,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,RPL17,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,RPL18A,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,RPL19,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,RPL26,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,RPL28,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,RPL29,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,RPL32,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,RPL41,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,RPLP1,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,RPS12,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,RPS14,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,RPS19,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,RPS2,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,RPS23,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,RPS27A,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,RPS4X,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,RPS8,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,SOD2,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,TMSB10,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,TMSB4X,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,TPM2,FALSE
CORESH_treg_up_fdr_only_GSE237034,treg_up_fdr_only,treg,fdr_only,GSE237034,50,TPT1,FALSE
