set_name,query_name,population,gate,gse,n_genes,gene,is_seed_gene
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,HSPA8,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,MACF1,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,MALAT1,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,MT-ATP6,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,MT-CO1,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,MT-CO2,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,MT-CO3,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,MT-CYB,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,MT-ND1,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,MT-ND2,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,MT-ND3,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,MT-ND4,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,MT-ND5,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,MYH9,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,PABPC1,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,PTMA,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,RN7SL2,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,RPL13A,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,RPL3,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,RPL4,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,RPL8,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,RPLP0,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,RPS2,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,TPT1,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,VCAN,FALSE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,ANXA1,TRUE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,APOC1,TRUE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,APOE,TRUE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,C1QA,TRUE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,C1QB,TRUE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,CD74,TRUE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,CSTB,TRUE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,CTSD,TRUE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,CYBA,TRUE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,FCER1G,TRUE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,FOS,TRUE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,FTH1,TRUE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,HLA-DRA,TRUE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,HSPA1A,TRUE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,HSPA1B,TRUE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,JUND,TRUE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,LGALS1,TRUE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,S100A10,TRUE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,S100A11,TRUE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,S100A4,TRUE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,S100A6,TRUE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,SH3BGRL3,TRUE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,TSPO,TRUE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,TYROBP,TRUE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,VIM,TRUE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,CD52,FALSE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,DNAJB1,FALSE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,FABP4,FALSE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,FOSB,FALSE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,FTL,FALSE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,LAPTM5,FALSE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,LYZ,FALSE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,MALAT1,FALSE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,MT-ATP6,FALSE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,MT-CO1,FALSE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,MT-CO2,FALSE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,MT-CO3,FALSE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,MT-CYB,FALSE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,MT-ND1,FALSE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,MT-ND2,FALSE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,MT-ND3,FALSE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,MT-ND4,FALSE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,MT-ND4L,FALSE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,MT-ND5,FALSE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,MT2A,FALSE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,NEAT1,FALSE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,RPL28,FALSE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,RPLP1,FALSE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,SLC11A1,FALSE
CORESH_tcon_up_fdr_only_GSE216963,tcon_up_fdr_only,tcon,fdr_only,GSE216963,50,TMSB10,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,PARP4,TRUE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,SDC4,TRUE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,ACSM2B,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,EPB41L4A-AS1,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,MLXIP,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,MUC5B,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,NULL,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,POLR1D,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,PTGES3,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,RMRP,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,RN7SK,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,RNU11,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,RNU12,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,RNU4ATAC,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,RNU6ATAC,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,RPPH1,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,SCARNA17,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,SCARNA2,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,SCARNA8,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,SLC35A2,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,SNORA11,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,SNORA12,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,SNORA23,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,SNORA3A,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,SNORA4,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,SNORA60,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,SNORA65,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,SNORA66,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,SNORA71A,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,SNORA71D,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,SNORA74A,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,SNORA75,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,SNORA79,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,SNORD101,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,SNORD17,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,SNORD33,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,SNORD46,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,SNORD48,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,SNORD56B,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,SNORD57,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,SNORD61,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,SNORD68,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,SNORD84,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,SNORD89,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,SNORD92,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,TF,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,TGFBR2,FALSE
CORESH_tcon_up_fdr_only_GSE86566,tcon_up_fdr_only,tcon,fdr_only,GSE86566,48,UGCG,FALSE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,AK4,TRUE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,ATF3,TRUE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,BHLHE40,TRUE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,BSPRY,TRUE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,DDIT4,TRUE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,FADS1,TRUE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,GNA15,TRUE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,LGALS1,TRUE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,LIF,TRUE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,MZB1,TRUE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,OASL,TRUE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,OSM,TRUE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,OTOF,TRUE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,PDCD1,TRUE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,SCD,TRUE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,VEGFA,TRUE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,ZBTB32,TRUE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,AURKA,FALSE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,CBS,FALSE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,CCNB2,FALSE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,CDC25C,FALSE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,CDC6,FALSE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,CDCA7,FALSE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,CDT1,FALSE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,CEP55,FALSE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,DEPDC1,FALSE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,DIAPH3,FALSE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,DLGAP5,FALSE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,FADS2,FALSE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,FAM72B,FALSE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,FAM72C,FALSE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,HILPDA,FALSE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,HJURP,FALSE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,HMMR,FALSE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,IQGAP3,FALSE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,KIF4A,FALSE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,KLF2,FALSE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,MELK,FALSE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,MND1,FALSE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,MYO1B,FALSE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,NEIL3,FALSE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,PBK,FALSE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,PFKFB4,FALSE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,PKMYT1,FALSE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,PPFIA4,FALSE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,SKA1,FALSE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,TESC,FALSE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,TICRR,FALSE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,TK1,FALSE
CORESH_treg_up_fdr_logfc_GSE110097,treg_up_fdr_logfc,treg,fdr_logfc,GSE110097,50,TPX2,FALSE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,AK4,TRUE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,BHLHE40,TRUE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,DUSP4,TRUE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,EGR1,TRUE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,EGR3,TRUE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,GNA15,TRUE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,GZMB,TRUE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,IL2RA,TRUE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,LAG3,TRUE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,LIF,TRUE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,NR4A1,TRUE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,NR4A3,TRUE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,TNFRSF4,TRUE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,ZBED2,TRUE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,ZBTB32,TRUE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,ASPM,FALSE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,AURKB,FALSE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,BIRC5,FALSE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,BUB1B,FALSE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,CCNB2,FALSE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,CDC20,FALSE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,CDC45,FALSE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,CDC6,FALSE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,CDCA5,FALSE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,CDK1,FALSE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,CEP55,FALSE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,DLGAP5,FALSE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,DTL,FALSE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,EXO1,FALSE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,GPA33,FALSE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,HJURP,FALSE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,HMMR,FALSE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,KIF20A,FALSE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,KIF2C,FALSE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,KIFC1,FALSE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,KLF2,FALSE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,LINC00861,FALSE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,MCM10,FALSE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,MELK,FALSE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,MKI67,FALSE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,MYBL2,FALSE
